tumor_barcode,Cell Type,count,total,fraction,Genotype
Tumor_113,AT1 cell,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,Proliferating malignant,1.0,214,0.004672897196261682,Kras-H3K36M-Setd2KO
Tumor_113,AT2 cell,3.0,214,0.014018691588785047,Kras-H3K36M-Setd2KO
Tumor_113,Respiratory epithelium,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,T cell,57.0,214,0.26635514018691586,Kras-H3K36M-Setd2KO
Tumor_113,TAM 1,28.0,214,0.1308411214953271,Kras-H3K36M-Setd2KO
Tumor_113,Neutrophil,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,CAF,9.0,214,0.04205607476635514,Kras-H3K36M-Setd2KO
Tumor_113,Plasma cell,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,Pericyte,4.0,214,0.018691588785046728,Kras-H3K36M-Setd2KO
Tumor_113,B cell,5.0,214,0.02336448598130841,Kras-H3K36M-Setd2KO
Tumor_113,Vascular endothelial,11.0,214,0.0514018691588785,Kras-H3K36M-Setd2KO
Tumor_113,Lung fibroblast,5.0,214,0.02336448598130841,Kras-H3K36M-Setd2KO
Tumor_113,Airway smooth muscle,1.0,214,0.004672897196261682,Kras-H3K36M-Setd2KO
Tumor_113,Lymphatic endothelial,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,Mesothelial,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_2,Malignant 2 (AT2-like),5250.0,10073,0.5211952744961779,Kras-Ctrl
Tumor_2,Malignant 1,52.0,10073,0.005162315099771666,Kras-Ctrl
Tumor_2,TAM 2,840.0,10073,0.08339124391938846,Kras-Ctrl
Tumor_2,Malignant 3,4.0,10073,0.0003971011615208974,Kras-Ctrl
Tumor_2,Tumor-associated vasculature,648.0,10073,0.06433038816638538,Kras-Ctrl
Tumor_2,AT1 cell,273.0,10073,0.027102154273801252,Kras-Ctrl
Tumor_2,Proliferating malignant,22.0,10073,0.002184056388364936,Kras-Ctrl
Tumor_2,AT2 cell,215.0,10073,0.02134418743174824,Kras-Ctrl
Tumor_2,Respiratory epithelium,4.0,10073,0.0003971011615208974,Kras-Ctrl
Tumor_2,T cell,801.0,10073,0.07951950759455971,Kras-Ctrl
Tumor_2,TAM 1,622.0,10073,0.061749230616499555,Kras-Ctrl
Tumor_2,Neutrophil,38.0,10073,0.0037724610344485256,Kras-Ctrl
Tumor_2,CAF,516.0,10073,0.05122604983619577,Kras-Ctrl
Tumor_2,Plasma cell,297.0,10073,0.029484761242926635,Kras-Ctrl
Tumor_2,Pericyte,89.0,10073,0.008835500843839968,Kras-Ctrl
Tumor_2,B cell,100.0,10073,0.009927529038022437,Kras-Ctrl
Tumor_2,Vascular endothelial,177.0,10073,0.017571726397299713,Kras-Ctrl
Tumor_2,Lung fibroblast,62.0,10073,0.006155068003573911,Kras-Ctrl
Tumor_2,Airway smooth muscle,0.0,10073,0.0,Kras-Ctrl
Tumor_2,Lymphatic endothelial,24.0,10073,0.0023826069691253848,Kras-Ctrl
Tumor_2,Mesothelial,39.0,10073,0.00387173632482875,Kras-Ctrl
Tumor_18,Malignant 2 (AT2-like),170.0,377,0.4509283819628647,Kras-Ctrl
Tumor_18,Malignant 1,0.0,377,0.0,Kras-Ctrl
Tumor_18,TAM 2,27.0,377,0.07161803713527852,Kras-Ctrl
Tumor_18,Malignant 3,1.0,377,0.002652519893899204,Kras-Ctrl
Tumor_18,Tumor-associated vasculature,26.0,377,0.06896551724137931,Kras-Ctrl
Tumor_18,AT1 cell,6.0,377,0.015915119363395226,Kras-Ctrl
Tumor_18,Proliferating malignant,1.0,377,0.002652519893899204,Kras-Ctrl
Tumor_18,AT2 cell,7.0,377,0.01856763925729443,Kras-Ctrl
Tumor_18,Respiratory epithelium,0.0,377,0.0,Kras-Ctrl
Tumor_18,T cell,44.0,377,0.11671087533156499,Kras-Ctrl
Tumor_18,TAM 1,32.0,377,0.08488063660477453,Kras-Ctrl
Tumor_18,Neutrophil,2.0,377,0.005305039787798408,Kras-Ctrl
Tumor_18,CAF,18.0,377,0.04774535809018567,Kras-Ctrl
Tumor_18,Plasma cell,2.0,377,0.005305039787798408,Kras-Ctrl
Tumor_18,Pericyte,7.0,377,0.01856763925729443,Kras-Ctrl
Tumor_18,B cell,10.0,377,0.026525198938992044,Kras-Ctrl
Tumor_18,Vascular endothelial,16.0,377,0.042440318302387266,Kras-Ctrl
Tumor_18,Lung fibroblast,7.0,377,0.01856763925729443,Kras-Ctrl
Tumor_18,Airway smooth muscle,0.0,377,0.0,Kras-Ctrl
Tumor_18,Lymphatic endothelial,1.0,377,0.002652519893899204,Kras-Ctrl
Tumor_18,Mesothelial,0.0,377,0.0,Kras-Ctrl
Tumor_15,Malignant 2 (AT2-like),109.0,281,0.3879003558718861,Kras-Ctrl
Tumor_15,Malignant 1,1.0,281,0.0035587188612099642,Kras-Ctrl
Tumor_15,TAM 2,15.0,281,0.05338078291814947,Kras-Ctrl
Tumor_15,Malignant 3,0.0,281,0.0,Kras-Ctrl
Tumor_15,Tumor-associated vasculature,9.0,281,0.03202846975088968,Kras-Ctrl
Tumor_15,AT1 cell,7.0,281,0.02491103202846975,Kras-Ctrl
Tumor_15,Proliferating malignant,0.0,281,0.0,Kras-Ctrl
Tumor_15,AT2 cell,6.0,281,0.021352313167259787,Kras-Ctrl
Tumor_15,Respiratory epithelium,0.0,281,0.0,Kras-Ctrl
Tumor_15,T cell,12.0,281,0.042704626334519574,Kras-Ctrl
Tumor_15,TAM 1,18.0,281,0.06405693950177936,Kras-Ctrl
Tumor_15,Neutrophil,3.0,281,0.010676156583629894,Kras-Ctrl
Tumor_15,CAF,2.0,281,0.0071174377224199285,Kras-Ctrl
Tumor_15,Plasma cell,1.0,281,0.0035587188612099642,Kras-Ctrl
Tumor_15,Pericyte,6.0,281,0.021352313167259787,Kras-Ctrl
Tumor_15,B cell,6.0,281,0.021352313167259787,Kras-Ctrl
Tumor_15,Vascular endothelial,63.0,281,0.22419928825622776,Kras-Ctrl
Tumor_15,Lung fibroblast,22.0,281,0.07829181494661921,Kras-Ctrl
Tumor_15,Airway smooth muscle,0.0,281,0.0,Kras-Ctrl
Tumor_15,Lymphatic endothelial,1.0,281,0.0035587188612099642,Kras-Ctrl
Tumor_15,Mesothelial,0.0,281,0.0,Kras-Ctrl
Tumor_14,Malignant 2 (AT2-like),64.0,191,0.33507853403141363,Kras-Ctrl
Tumor_14,Malignant 1,0.0,191,0.0,Kras-Ctrl
Tumor_14,TAM 2,18.0,191,0.09424083769633508,Kras-Ctrl
Tumor_14,Malignant 3,0.0,191,0.0,Kras-Ctrl
Tumor_14,Tumor-associated vasculature,20.0,191,0.10471204188481675,Kras-Ctrl
Tumor_14,AT1 cell,9.0,191,0.04712041884816754,Kras-Ctrl
Tumor_14,Proliferating malignant,2.0,191,0.010471204188481676,Kras-Ctrl
Tumor_14,AT2 cell,4.0,191,0.020942408376963352,Kras-Ctrl
Tumor_14,Respiratory epithelium,0.0,191,0.0,Kras-Ctrl
Tumor_14,T cell,8.0,191,0.041884816753926704,Kras-Ctrl
Tumor_14,TAM 1,13.0,191,0.06806282722513089,Kras-Ctrl
Tumor_14,Neutrophil,4.0,191,0.020942408376963352,Kras-Ctrl
Tumor_14,CAF,5.0,191,0.02617801047120419,Kras-Ctrl
Tumor_14,Plasma cell,2.0,191,0.010471204188481676,Kras-Ctrl
Tumor_14,Pericyte,5.0,191,0.02617801047120419,Kras-Ctrl
Tumor_14,B cell,4.0,191,0.020942408376963352,Kras-Ctrl
Tumor_14,Vascular endothelial,17.0,191,0.08900523560209424,Kras-Ctrl
Tumor_14,Lung fibroblast,13.0,191,0.06806282722513089,Kras-Ctrl
Tumor_14,Airway smooth muscle,1.0,191,0.005235602094240838,Kras-Ctrl
Tumor_14,Lymphatic endothelial,2.0,191,0.010471204188481676,Kras-Ctrl
Tumor_14,Mesothelial,0.0,191,0.0,Kras-Ctrl
Tumor_17,Malignant 2 (AT2-like),241.0,470,0.5127659574468085,Kras-Ctrl
Tumor_17,Malignant 1,2.0,470,0.00425531914893617,Kras-Ctrl
Tumor_17,TAM 2,24.0,470,0.05106382978723404,Kras-Ctrl
Tumor_17,Malignant 3,0.0,470,0.0,Kras-Ctrl
Tumor_17,Tumor-associated vasculature,26.0,470,0.05531914893617021,Kras-Ctrl
Tumor_17,AT1 cell,8.0,470,0.01702127659574468,Kras-Ctrl
Tumor_17,Proliferating malignant,5.0,470,0.010638297872340425,Kras-Ctrl
Tumor_17,AT2 cell,17.0,470,0.036170212765957444,Kras-Ctrl
Tumor_17,Respiratory epithelium,0.0,470,0.0,Kras-Ctrl
Tumor_17,T cell,40.0,470,0.0851063829787234,Kras-Ctrl
Tumor_17,TAM 1,28.0,470,0.059574468085106386,Kras-Ctrl
Tumor_17,Neutrophil,2.0,470,0.00425531914893617,Kras-Ctrl
Tumor_17,CAF,22.0,470,0.04680851063829787,Kras-Ctrl
Tumor_17,Plasma cell,0.0,470,0.0,Kras-Ctrl
Tumor_17,Pericyte,12.0,470,0.02553191489361702,Kras-Ctrl
Tumor_17,B cell,7.0,470,0.014893617021276596,Kras-Ctrl
Tumor_17,Vascular endothelial,28.0,470,0.059574468085106386,Kras-Ctrl
Tumor_17,Lung fibroblast,8.0,470,0.01702127659574468,Kras-Ctrl
Tumor_17,Airway smooth muscle,0.0,470,0.0,Kras-Ctrl
Tumor_17,Lymphatic endothelial,0.0,470,0.0,Kras-Ctrl
Tumor_17,Mesothelial,0.0,470,0.0,Kras-Ctrl
Tumor_9,Malignant 2 (AT2-like),102.0,255,0.4,Kras-Ctrl
Tumor_9,Malignant 1,0.0,255,0.0,Kras-Ctrl
Tumor_9,TAM 2,17.0,255,0.06666666666666667,Kras-Ctrl
Tumor_9,Malignant 3,1.0,255,0.00392156862745098,Kras-Ctrl
Tumor_9,Tumor-associated vasculature,6.0,255,0.023529411764705882,Kras-Ctrl
Tumor_9,AT1 cell,10.0,255,0.0392156862745098,Kras-Ctrl
Tumor_9,Proliferating malignant,0.0,255,0.0,Kras-Ctrl
Tumor_9,AT2 cell,3.0,255,0.011764705882352941,Kras-Ctrl
Tumor_9,Respiratory epithelium,0.0,255,0.0,Kras-Ctrl
Tumor_9,T cell,15.0,255,0.058823529411764705,Kras-Ctrl
Tumor_9,TAM 1,12.0,255,0.047058823529411764,Kras-Ctrl
Tumor_9,Neutrophil,4.0,255,0.01568627450980392,Kras-Ctrl
Tumor_9,CAF,4.0,255,0.01568627450980392,Kras-Ctrl
Tumor_9,Plasma cell,2.0,255,0.00784313725490196,Kras-Ctrl
Tumor_9,Pericyte,12.0,255,0.047058823529411764,Kras-Ctrl
Tumor_9,B cell,4.0,255,0.01568627450980392,Kras-Ctrl
Tumor_9,Vascular endothelial,49.0,255,0.19215686274509805,Kras-Ctrl
Tumor_9,Lung fibroblast,14.0,255,0.054901960784313725,Kras-Ctrl
Tumor_9,Airway smooth muscle,0.0,255,0.0,Kras-Ctrl
Tumor_9,Lymphatic endothelial,0.0,255,0.0,Kras-Ctrl
Tumor_9,Mesothelial,0.0,255,0.0,Kras-Ctrl
Tumor_6,Malignant 2 (AT2-like),11.0,22,0.5,Kras-Ctrl
Tumor_6,Malignant 1,0.0,22,0.0,Kras-Ctrl
Tumor_6,TAM 2,0.0,22,0.0,Kras-Ctrl
Tumor_6,Malignant 3,0.0,22,0.0,Kras-Ctrl
Tumor_6,Tumor-associated vasculature,1.0,22,0.045454545454545456,Kras-Ctrl
Tumor_6,AT1 cell,1.0,22,0.045454545454545456,Kras-Ctrl
Tumor_6,Proliferating malignant,0.0,22,0.0,Kras-Ctrl
Tumor_6,AT2 cell,0.0,22,0.0,Kras-Ctrl
Tumor_6,Respiratory epithelium,0.0,22,0.0,Kras-Ctrl
Tumor_6,T cell,0.0,22,0.0,Kras-Ctrl
Tumor_6,TAM 1,0.0,22,0.0,Kras-Ctrl
Tumor_6,Neutrophil,0.0,22,0.0,Kras-Ctrl
Tumor_6,CAF,0.0,22,0.0,Kras-Ctrl
Tumor_6,Plasma cell,0.0,22,0.0,Kras-Ctrl
Tumor_6,Pericyte,2.0,22,0.09090909090909091,Kras-Ctrl
Tumor_6,B cell,0.0,22,0.0,Kras-Ctrl
Tumor_6,Vascular endothelial,6.0,22,0.2727272727272727,Kras-Ctrl
Tumor_6,Lung fibroblast,1.0,22,0.045454545454545456,Kras-Ctrl
Tumor_6,Airway smooth muscle,0.0,22,0.0,Kras-Ctrl
Tumor_6,Lymphatic endothelial,0.0,22,0.0,Kras-Ctrl
Tumor_6,Mesothelial,0.0,22,0.0,Kras-Ctrl
Tumor_8,Malignant 2 (AT2-like),463.0,1075,0.4306976744186046,Kras-Ctrl
Tumor_8,Malignant 1,1.0,1075,0.0009302325581395349,Kras-Ctrl
Tumor_8,TAM 2,59.0,1075,0.05488372093023256,Kras-Ctrl
Tumor_8,Malignant 3,1.0,1075,0.0009302325581395349,Kras-Ctrl
Tumor_8,Tumor-associated vasculature,58.0,1075,0.053953488372093024,Kras-Ctrl
Tumor_8,AT1 cell,31.0,1075,0.02883720930232558,Kras-Ctrl
Tumor_8,Proliferating malignant,6.0,1075,0.005581395348837209,Kras-Ctrl
Tumor_8,AT2 cell,8.0,1075,0.0074418604651162795,Kras-Ctrl
Tumor_8,Respiratory epithelium,1.0,1075,0.0009302325581395349,Kras-Ctrl
Tumor_8,T cell,155.0,1075,0.14418604651162792,Kras-Ctrl
Tumor_8,TAM 1,91.0,1075,0.08465116279069768,Kras-Ctrl
Tumor_8,Neutrophil,9.0,1075,0.008372093023255815,Kras-Ctrl
Tumor_8,CAF,45.0,1075,0.04186046511627907,Kras-Ctrl
Tumor_8,Plasma cell,13.0,1075,0.012093023255813953,Kras-Ctrl
Tumor_8,Pericyte,28.0,1075,0.026046511627906978,Kras-Ctrl
Tumor_8,B cell,20.0,1075,0.018604651162790697,Kras-Ctrl
Tumor_8,Vascular endothelial,66.0,1075,0.061395348837209304,Kras-Ctrl
Tumor_8,Lung fibroblast,20.0,1075,0.018604651162790697,Kras-Ctrl
Tumor_8,Airway smooth muscle,0.0,1075,0.0,Kras-Ctrl
Tumor_8,Lymphatic endothelial,0.0,1075,0.0,Kras-Ctrl
Tumor_8,Mesothelial,0.0,1075,0.0,Kras-Ctrl
Tumor_40,Malignant 2 (AT2-like),599.0,1225,0.4889795918367347,Kras-Ctrl
Tumor_40,Malignant 1,0.0,1225,0.0,Kras-Ctrl
Tumor_40,TAM 2,75.0,1225,0.061224489795918366,Kras-Ctrl
Tumor_40,Malignant 3,1.0,1225,0.0008163265306122449,Kras-Ctrl
Tumor_40,Tumor-associated vasculature,71.0,1225,0.05795918367346939,Kras-Ctrl
Tumor_40,AT1 cell,20.0,1225,0.0163265306122449,Kras-Ctrl
Tumor_40,Proliferating malignant,14.0,1225,0.011428571428571429,Kras-Ctrl
Tumor_40,AT2 cell,8.0,1225,0.006530612244897959,Kras-Ctrl
Tumor_40,Respiratory epithelium,0.0,1225,0.0,Kras-Ctrl
Tumor_40,T cell,117.0,1225,0.09551020408163265,Kras-Ctrl
Tumor_40,TAM 1,103.0,1225,0.08408163265306122,Kras-Ctrl
Tumor_40,Neutrophil,21.0,1225,0.017142857142857144,Kras-Ctrl
Tumor_40,CAF,67.0,1225,0.054693877551020405,Kras-Ctrl
Tumor_40,Plasma cell,13.0,1225,0.010612244897959184,Kras-Ctrl
Tumor_40,Pericyte,12.0,1225,0.009795918367346938,Kras-Ctrl
Tumor_40,B cell,40.0,1225,0.0326530612244898,Kras-Ctrl
Tumor_40,Vascular endothelial,43.0,1225,0.03510204081632653,Kras-Ctrl
Tumor_40,Lung fibroblast,15.0,1225,0.012244897959183673,Kras-Ctrl
Tumor_40,Airway smooth muscle,1.0,1225,0.0008163265306122449,Kras-Ctrl
Tumor_40,Lymphatic endothelial,5.0,1225,0.004081632653061225,Kras-Ctrl
Tumor_40,Mesothelial,0.0,1225,0.0,Kras-Ctrl
Tumor_42,Malignant 2 (AT2-like),646.0,1162,0.5559380378657487,Kras-Ctrl
Tumor_42,Malignant 1,4.0,1162,0.0034423407917383822,Kras-Ctrl
Tumor_42,TAM 2,71.0,1162,0.06110154905335628,Kras-Ctrl
Tumor_42,Malignant 3,0.0,1162,0.0,Kras-Ctrl
Tumor_42,Tumor-associated vasculature,56.0,1162,0.04819277108433735,Kras-Ctrl
Tumor_42,AT1 cell,19.0,1162,0.016351118760757316,Kras-Ctrl
Tumor_42,Proliferating malignant,2.0,1162,0.0017211703958691911,Kras-Ctrl
Tumor_42,AT2 cell,27.0,1162,0.02323580034423408,Kras-Ctrl
Tumor_42,Respiratory epithelium,0.0,1162,0.0,Kras-Ctrl
Tumor_42,T cell,119.0,1162,0.10240963855421686,Kras-Ctrl
Tumor_42,TAM 1,66.0,1162,0.05679862306368331,Kras-Ctrl
Tumor_42,Neutrophil,4.0,1162,0.0034423407917383822,Kras-Ctrl
Tumor_42,CAF,40.0,1162,0.03442340791738382,Kras-Ctrl
Tumor_42,Plasma cell,28.0,1162,0.024096385542168676,Kras-Ctrl
Tumor_42,Pericyte,14.0,1162,0.012048192771084338,Kras-Ctrl
Tumor_42,B cell,21.0,1162,0.018072289156626505,Kras-Ctrl
Tumor_42,Vascular endothelial,25.0,1162,0.021514629948364887,Kras-Ctrl
Tumor_42,Lung fibroblast,16.0,1162,0.013769363166953529,Kras-Ctrl
Tumor_42,Airway smooth muscle,0.0,1162,0.0,Kras-Ctrl
Tumor_42,Lymphatic endothelial,4.0,1162,0.0034423407917383822,Kras-Ctrl
Tumor_42,Mesothelial,0.0,1162,0.0,Kras-Ctrl
Tumor_36,Malignant 2 (AT2-like),1007.0,2287,0.44031482291211194,Kras-Ctrl
Tumor_36,Malignant 1,6.0,2287,0.0026235242675994755,Kras-Ctrl
Tumor_36,TAM 2,94.0,2287,0.041101880192391776,Kras-Ctrl
Tumor_36,Malignant 3,2.0,2287,0.0008745080891998251,Kras-Ctrl
Tumor_36,Tumor-associated vasculature,142.0,2287,0.062090074333187584,Kras-Ctrl
Tumor_36,AT1 cell,28.0,2287,0.012243113248797552,Kras-Ctrl
Tumor_36,Proliferating malignant,9.0,2287,0.003935286401399213,Kras-Ctrl
Tumor_36,AT2 cell,18.0,2287,0.007870572802798426,Kras-Ctrl
Tumor_36,Respiratory epithelium,0.0,2287,0.0,Kras-Ctrl
Tumor_36,T cell,388.0,2287,0.16965456930476608,Kras-Ctrl
Tumor_36,TAM 1,188.0,2287,0.08220376038478355,Kras-Ctrl
Tumor_36,Neutrophil,16.0,2287,0.006996064713598601,Kras-Ctrl
Tumor_36,CAF,73.0,2287,0.031919545255793616,Kras-Ctrl
Tumor_36,Plasma cell,80.0,2287,0.034980323567993,Kras-Ctrl
Tumor_36,Pericyte,25.0,2287,0.010931351114997814,Kras-Ctrl
Tumor_36,B cell,152.0,2287,0.0664626147791867,Kras-Ctrl
Tumor_36,Vascular endothelial,47.0,2287,0.020550940096195888,Kras-Ctrl
Tumor_36,Lung fibroblast,9.0,2287,0.003935286401399213,Kras-Ctrl
Tumor_36,Airway smooth muscle,1.0,2287,0.00043725404459991256,Kras-Ctrl
Tumor_36,Lymphatic endothelial,2.0,2287,0.0008745080891998251,Kras-Ctrl
Tumor_36,Mesothelial,0.0,2287,0.0,Kras-Ctrl
Tumor_44,Malignant 2 (AT2-like),276.0,600,0.46,Kras-Ctrl
Tumor_44,Malignant 1,2.0,600,0.0033333333333333335,Kras-Ctrl
Tumor_44,TAM 2,16.0,600,0.02666666666666667,Kras-Ctrl
Tumor_44,Malignant 3,2.0,600,0.0033333333333333335,Kras-Ctrl
Tumor_44,Tumor-associated vasculature,48.0,600,0.08,Kras-Ctrl
Tumor_44,AT1 cell,8.0,600,0.013333333333333334,Kras-Ctrl
Tumor_44,Proliferating malignant,3.0,600,0.005,Kras-Ctrl
Tumor_44,AT2 cell,5.0,600,0.008333333333333333,Kras-Ctrl
Tumor_44,Respiratory epithelium,0.0,600,0.0,Kras-Ctrl
Tumor_44,T cell,67.0,600,0.11166666666666666,Kras-Ctrl
Tumor_44,TAM 1,53.0,600,0.08833333333333333,Kras-Ctrl
Tumor_44,Neutrophil,3.0,600,0.005,Kras-Ctrl
Tumor_44,CAF,54.0,600,0.09,Kras-Ctrl
Tumor_44,Plasma cell,12.0,600,0.02,Kras-Ctrl
Tumor_44,Pericyte,10.0,600,0.016666666666666666,Kras-Ctrl
Tumor_44,B cell,17.0,600,0.028333333333333332,Kras-Ctrl
Tumor_44,Vascular endothelial,16.0,600,0.02666666666666667,Kras-Ctrl
Tumor_44,Lung fibroblast,7.0,600,0.011666666666666667,Kras-Ctrl
Tumor_44,Airway smooth muscle,1.0,600,0.0016666666666666668,Kras-Ctrl
Tumor_44,Lymphatic endothelial,0.0,600,0.0,Kras-Ctrl
Tumor_44,Mesothelial,0.0,600,0.0,Kras-Ctrl
Tumor_46,Malignant 2 (AT2-like),1462.0,2622,0.5575896262395118,Kras-Ctrl
Tumor_46,Malignant 1,8.0,2622,0.0030511060259344014,Kras-Ctrl
Tumor_46,TAM 2,179.0,2622,0.06826849733028223,Kras-Ctrl
Tumor_46,Malignant 3,2.0,2622,0.0007627765064836003,Kras-Ctrl
Tumor_46,Tumor-associated vasculature,137.0,2622,0.05225019069412662,Kras-Ctrl
Tumor_46,AT1 cell,54.0,2622,0.020594965675057208,Kras-Ctrl
Tumor_46,Proliferating malignant,4.0,2622,0.0015255530129672007,Kras-Ctrl
Tumor_46,AT2 cell,57.0,2622,0.021739130434782608,Kras-Ctrl
Tumor_46,Respiratory epithelium,0.0,2622,0.0,Kras-Ctrl
Tumor_46,T cell,233.0,2622,0.08886346300533944,Kras-Ctrl
Tumor_46,TAM 1,159.0,2622,0.06064073226544622,Kras-Ctrl
Tumor_46,Neutrophil,15.0,2622,0.005720823798627002,Kras-Ctrl
Tumor_46,CAF,131.0,2622,0.04996186117467582,Kras-Ctrl
Tumor_46,Plasma cell,50.0,2622,0.01906941266209001,Kras-Ctrl
Tumor_46,Pericyte,28.0,2622,0.010678871090770405,Kras-Ctrl
Tumor_46,B cell,43.0,2622,0.016399694889397406,Kras-Ctrl
Tumor_46,Vascular endothelial,49.0,2622,0.018688024408848206,Kras-Ctrl
Tumor_46,Lung fibroblast,7.0,2622,0.002669717772692601,Kras-Ctrl
Tumor_46,Airway smooth muscle,1.0,2622,0.00038138825324180017,Kras-Ctrl
Tumor_46,Lymphatic endothelial,3.0,2622,0.0011441647597254005,Kras-Ctrl
Tumor_46,Mesothelial,0.0,2622,0.0,Kras-Ctrl
Tumor_47,Malignant 2 (AT2-like),980.0,1978,0.4954499494438827,Kras-Ctrl
Tumor_47,Malignant 1,8.0,1978,0.004044489383215369,Kras-Ctrl
Tumor_47,TAM 2,174.0,1978,0.08796764408493428,Kras-Ctrl
Tumor_47,Malignant 3,2.0,1978,0.0010111223458038423,Kras-Ctrl
Tumor_47,Tumor-associated vasculature,236.0,1978,0.11931243680485339,Kras-Ctrl
Tumor_47,AT1 cell,108.0,1978,0.054600606673407485,Kras-Ctrl
Tumor_47,Proliferating malignant,10.0,1978,0.005055611729019211,Kras-Ctrl
Tumor_47,AT2 cell,38.0,1978,0.019211324570273004,Kras-Ctrl
Tumor_47,Respiratory epithelium,0.0,1978,0.0,Kras-Ctrl
Tumor_47,T cell,55.0,1978,0.027805864509605663,Kras-Ctrl
Tumor_47,TAM 1,90.0,1978,0.0455005055611729,Kras-Ctrl
Tumor_47,Neutrophil,10.0,1978,0.005055611729019211,Kras-Ctrl
Tumor_47,CAF,143.0,1978,0.07229524772497473,Kras-Ctrl
Tumor_47,Plasma cell,3.0,1978,0.0015166835187057635,Kras-Ctrl
Tumor_47,Pericyte,30.0,1978,0.015166835187057633,Kras-Ctrl
Tumor_47,B cell,19.0,1978,0.009605662285136502,Kras-Ctrl
Tumor_47,Vascular endothelial,57.0,1978,0.028816986855409503,Kras-Ctrl
Tumor_47,Lung fibroblast,13.0,1978,0.006572295247724975,Kras-Ctrl
Tumor_47,Airway smooth muscle,1.0,1978,0.0005055611729019212,Kras-Ctrl
Tumor_47,Lymphatic endothelial,1.0,1978,0.0005055611729019212,Kras-Ctrl
Tumor_47,Mesothelial,0.0,1978,0.0,Kras-Ctrl
Tumor_50,Malignant 2 (AT2-like),1955.0,3243,0.6028368794326241,Kras-Ctrl
Tumor_50,Malignant 1,8.0,3243,0.002466851680542707,Kras-Ctrl
Tumor_50,TAM 2,253.0,3243,0.07801418439716312,Kras-Ctrl
Tumor_50,Malignant 3,1.0,3243,0.0003083564600678384,Kras-Ctrl
Tumor_50,Tumor-associated vasculature,302.0,3243,0.0931236509404872,Kras-Ctrl
Tumor_50,AT1 cell,97.0,3243,0.029910576626580327,Kras-Ctrl
Tumor_50,Proliferating malignant,26.0,3243,0.008017267961763799,Kras-Ctrl
Tumor_50,AT2 cell,19.0,3243,0.00585877274128893,Kras-Ctrl
Tumor_50,Respiratory epithelium,1.0,3243,0.0003083564600678384,Kras-Ctrl
Tumor_50,T cell,67.0,3243,0.020659882824545173,Kras-Ctrl
Tumor_50,TAM 1,126.0,3243,0.03885291396854764,Kras-Ctrl
Tumor_50,Neutrophil,5.0,3243,0.001541782300339192,Kras-Ctrl
Tumor_50,CAF,225.0,3243,0.06938020351526364,Kras-Ctrl
Tumor_50,Plasma cell,18.0,3243,0.005550416281221091,Kras-Ctrl
Tumor_50,Pericyte,34.0,3243,0.010484119642306507,Kras-Ctrl
Tumor_50,B cell,9.0,3243,0.0027752081406105457,Kras-Ctrl
Tumor_50,Vascular endothelial,74.0,3243,0.022818378045020044,Kras-Ctrl
Tumor_50,Lung fibroblast,10.0,3243,0.003083564600678384,Kras-Ctrl
Tumor_50,Airway smooth muscle,0.0,3243,0.0,Kras-Ctrl
Tumor_50,Lymphatic endothelial,6.0,3243,0.0018501387604070306,Kras-Ctrl
Tumor_50,Mesothelial,7.0,3243,0.002158495220474869,Kras-Ctrl
Tumor_39,Malignant 2 (AT2-like),1614.0,3093,0.521823472356935,Kras-Ctrl
Tumor_39,Malignant 1,12.0,3093,0.0038797284190106693,Kras-Ctrl
Tumor_39,TAM 2,176.0,3093,0.05690268347882315,Kras-Ctrl
Tumor_39,Malignant 3,0.0,3093,0.0,Kras-Ctrl
Tumor_39,Tumor-associated vasculature,157.0,3093,0.05075978014872292,Kras-Ctrl
Tumor_39,AT1 cell,58.0,3093,0.0187520206918849,Kras-Ctrl
Tumor_39,Proliferating malignant,6.0,3093,0.0019398642095053346,Kras-Ctrl
Tumor_39,AT2 cell,38.0,3093,0.012285806660200453,Kras-Ctrl
Tumor_39,Respiratory epithelium,0.0,3093,0.0,Kras-Ctrl
Tumor_39,T cell,456.0,3093,0.14742967992240544,Kras-Ctrl
Tumor_39,TAM 1,235.0,3093,0.07597801487229228,Kras-Ctrl
Tumor_39,Neutrophil,17.0,3093,0.005496281926931782,Kras-Ctrl
Tumor_39,CAF,109.0,3093,0.035240866472680245,Kras-Ctrl
Tumor_39,Plasma cell,51.0,3093,0.016488845780795344,Kras-Ctrl
Tumor_39,Pericyte,25.0,3093,0.008082767539605561,Kras-Ctrl
Tumor_39,B cell,55.0,3093,0.017782088587132233,Kras-Ctrl
Tumor_39,Vascular endothelial,63.0,3093,0.020368574199806012,Kras-Ctrl
Tumor_39,Lung fibroblast,19.0,3093,0.006142903330100227,Kras-Ctrl
Tumor_39,Airway smooth muscle,2.0,3093,0.0006466214031684449,Kras-Ctrl
Tumor_39,Lymphatic endothelial,0.0,3093,0.0,Kras-Ctrl
Tumor_39,Mesothelial,0.0,3093,0.0,Kras-Ctrl
