names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Cdh2,0.81884575,-1.4805747,0.41287444227864545,0.6404863520442824,1.0,1.0
Ephb2,0.80860966,-1.8971598,0.41873972095626133,0.6493838423503855,1.0,1.0
Traf3,0.80678993,6.1853404,0.41978750977583557,0.6508071458463403,1.0,1.0
Adgrg2,0.80553204,-1.2875816,0.42051273914703824,0.6517296508266481,1.0,1.0
Trpc1,0.79714715,-0.4415384,0.4253655882419092,0.6582591275315922,1.0,1.0
Izumo1r,0.79707396,-0.9710026,0.42540806562002176,0.6582591275315922,1.0,1.0
Phex,0.7956108,-1.7200563,0.42625830125673236,0.6590021791510816,1.0,1.0
Casr,0.7946984,,0.426788946872771,0.6596188539811954,1.0,1.0
Epha3,0.79442966,-0.8164391,0.4269453496956287,0.6596569199309621,1.0,1.0
Wnt6,0.79164547,,0.4285674204906764,0.6617546289254553,1.0,1.0
Gsdme,0.7816398,-0.8118262,0.43442627867085515,0.670387777751634,1.0,1.0
Wnt4,0.7773451,-0.44877586,0.4369551783417617,0.6740824723509581,1.0,1.0
Abca8b,0.7701973,-0.5569677,0.4411828883093103,0.6797665555175154,1.0,1.0
Tbxa2r,0.76700187,-0.78994936,0.4430804002615438,0.6824801488336272,1.0,1.0
Rhbdl3,0.76535124,-1.4040531,0.44406242748001024,0.6837823783343375,1.0,1.0
Plac9a,0.7579558,-1.3153071,0.4484774527657601,0.689944108342162,1.0,1.0
Ptpru,0.7559452,-0.16675983,0.4496820589065338,0.6915847578759166,1.0,1.0
Gpam,0.7526156,-0.5156371,0.45168096565639293,0.6944456124311741,1.0,1.0
Hoxa5,0.751807,-0.39832142,0.45216713031897937,0.6949796298362944,1.0,1.0
P2ry1,0.74973625,-2.1903732,0.45341355786185955,0.6962540707535181,1.0,1.0
Sema6a,0.7470679,-0.24317613,0.4550225510201258,0.6985105459695644,1.0,1.0
Tead2,0.7418479,-0.44055623,0.4581795017463516,0.7027103510239694,1.0,1.0
Cd96,0.7372337,-0.6404594,0.4609802280745834,0.7065728786715751,1.0,1.0
Eya4,0.732459,-1.9038768,0.4638884556545322,0.7103779776710273,1.0,1.0
Ppl,0.7303046,-0.21851419,0.4652040029017377,0.7121746906807641,1.0,1.0
Grem1,0.7278409,-2.3000286,0.4667109910634012,0.7141066061727229,1.0,1.0
Ppp1r3a,0.72768736,-1.0906655,0.46680498370434054,0.7141066061727229,1.0,1.0
Kcng2,0.72754216,-3.7977285,0.4668939117066164,0.7141066061727229,1.0,1.0
Slit1,0.727208,,0.46709853489600317,0.7142013639857642,1.0,1.0
Xcl1,0.72333044,-1.7199619,0.4694769077902552,0.7173996948711897,1.0,1.0
Klf12,0.7210602,-0.30251276,0.47087247701223767,0.7193126701016972,1.0,1.0
Kcnt2,0.718438,-2.1061275,0.47248724415792154,0.7208994648749025,1.0,1.0
Dscam,0.7152343,,0.4744643015175041,0.7230344880963852,1.0,1.0
Fap,0.7146252,,0.4748406722760069,0.7231858060282381,1.0,1.0
Galnt17,0.714606,-0.7971553,0.4748525258519414,0.7231858060282381,1.0,1.0
Gcat,0.6975985,-0.94685674,0.48542832343980924,0.7381695586694061,1.0,1.0
Cd5l,0.6952029,,0.4869281583487105,0.7400007166647374,1.0,1.0
Prkg2,0.69482416,-0.5434111,0.48716550821877824,0.7401367326686507,1.0,1.0
Nos3,0.6872429,-0.34628916,0.4919296686511986,0.7469214198568093,1.0,1.0
Arrb2,0.6828403,1.1137334,0.49470777409795474,0.7509118002226687,1.0,1.0
Ackr1,0.6791954,-4.12887,0.4970140499716569,0.7539552527751862,1.0,1.0
Rxrg,0.67822045,-4.043207,0.4976319413679763,0.7546638892723687,1.0,1.0
Col12a1,0.67778885,-0.5381734,0.4979055637898505,0.7548501672719539,1.0,1.0
Arrdc3,0.6736193,,0.5005533958375927,0.7584050543471518,1.0,1.0
Fgfr4,0.67208314,-0.2058707,0.5015307851296542,0.7596560091857939,1.0,1.0
Abca7,0.65898424,2.3931398,0.5099059001867763,0.7714079590012094,1.0,1.0
Hoxb5,0.6576597,-0.42388684,0.5107568270631404,0.7722285340616373,1.0,1.0
Il23r,0.65357345,-0.8313048,0.5133866525796662,0.7757360648396646,1.0,1.0
Bhlhe22,0.6483108,-1.2466726,0.5167839471347861,0.7806338078928001,1.0,1.0
Axin2,0.6415331,-0.50115037,0.5211763808314427,0.7860828449660144,1.0,1.0
Tll1,0.6347208,-0.41538718,0.5256105229942892,0.7922933688977453,1.0,1.0
Adipoq,0.6290033,-1.5848943,0.5293469067244623,0.7974452648398008,1.0,1.0
Mme,0.6262381,-0.39029565,0.5311587806491691,0.7994530534966147,1.0,1.0
Mrgprf,0.62362266,-0.6535937,0.5328754141995522,0.8013140052517147,1.0,1.0
Chst10,0.61386883,-1.2212999,0.5393020059336928,0.8090642535613701,1.0,1.0
Cav3,0.61380583,-1.136418,0.5393436588638784,0.8090642535613701,1.0,1.0
Nr2f1,0.6099928,-0.44277757,0.5418665913452549,0.8121509449923192,1.0,1.0
Cd40lg,0.6078197,-0.7167136,0.5433070616876893,0.8138226064657608,1.0,1.0
Gdf11,0.6053044,-0.50630635,0.5449767531910635,0.8160794575155441,1.0,1.0
Igdcc4,0.6023305,-1.0064784,0.546954173161597,0.8185508492816008,1.0,1.0
Wnt9a,0.59938806,-0.5402817,0.5489141284149011,0.8212385316332919,1.0,1.0
Padi4,0.59631747,-0.4648528,0.5509631498833535,0.8238116870717048,1.0,1.0
Wt1,0.591901,-0.7903092,0.553916896299919,0.8279808847051044,1.0,1.0
Bcr,0.58840364,-0.35956687,0.5562613783482755,0.8312371522422289,1.0,1.0
Slc16a2,0.5865893,-0.3857415,0.5574795832253098,0.8328089506493288,1.0,1.0
Slc12a5,0.58390224,-0.6674438,0.5592860760740287,0.8352583821081706,1.0,1.0
F3,0.5815448,-0.24531248,0.5608733211804127,0.8371293517677835,1.0,1.0
Lefty1,0.5775846,-2.343681,0.5635445863805314,0.8408656332104144,1.0,1.0
Pln,0.5728372,-0.97530544,0.5667549399157955,0.8446487732118108,1.0,1.0
Ttn,0.5717118,-0.41598034,0.5675172667912067,0.845383136543627,1.0,1.0
Gjc1,0.57161117,-0.30442128,0.5675854418544007,0.845383136543627,1.0,1.0
Aqp3,0.57064426,-1.1142642,0.5682408144903112,0.8461075304397673,1.0,1.0
Fzd2,0.5701809,-0.37889132,0.5685550094589414,0.8463236328728698,1.0,1.0
Alox15,0.5684003,,0.5697631580449714,0.8476179403189084,1.0,1.0
Il10,0.56790954,,0.5700964053267346,0.8478617365019707,1.0,1.0
Plagl2,0.5656928,3.0949118,0.571602638204123,0.8496295617345596,1.0,1.0
Tmem35a,0.5652648,-0.8845866,0.5718936646701474,0.8497772886134632,1.0,1.0
Hcn3,0.5640198,,0.572740669475095,0.850530937820328,1.0,1.0
Tnfsf11,0.5592141,-1.1839087,0.5760155927559985,0.8546336862289651,1.0,1.0
Gpm6a,0.55399555,-0.48590475,0.5795819107451579,0.859415593954461,1.0,1.0
Sardh,0.5523964,-0.75800115,0.5806767750658075,0.8605292883302049,1.0,1.0
Rorc,0.55021346,-0.3881085,0.582172995089568,0.861726201483849,1.0,1.0
Cdh23,0.5473746,-4.053743,0.5841213909436744,0.8643546210653368,1.0,1.0
Tead3,0.5430832,-0.25800344,0.5870725199032739,0.8678643452630798,1.0,1.0
Angpt2,0.5426656,-0.5294672,0.5873600482923121,0.8678643452630798,1.0,1.0
Rapsn,0.54025453,-0.6813241,0.5890215276093813,0.8700624866369321,1.0,1.0
Dscaml1,0.5397092,-3.13916,0.5893975685522193,0.8703611292543981,1.0,1.0
Stx1a,0.53814304,-0.22872771,0.5904783212255534,0.8713322689347431,1.0,1.0
Has2,0.5379995,-1.384782,0.5905773848373119,0.8713322689347431,1.0,1.0
Actn2,0.5372774,-0.7421488,0.591076012402772,0.8715542026769592,1.0,1.0
Gria1,0.53020674,-0.43794727,0.5959686043437775,0.8772379176438627,1.0,1.0
Aldh1a3,0.5300082,-1.189683,0.596106240931895,0.8772379176438627,1.0,1.0
Avil,0.5299346,-0.67417055,0.5961572904163845,0.8772379176438627,1.0,1.0
Pax5,0.5293548,-0.31272072,0.5965593412774517,0.87757157285775,1.0,1.0
Nefh,0.5275006,-1.526212,0.5978459835202365,0.8789477220271084,1.0,1.0
Mfsd2a,0.52130425,-0.4373545,0.6021548520877347,0.8848110273494221,1.0,1.0
Peg3,0.52079886,-0.1667773,0.6025068956678801,0.885020398976939,1.0,1.0
Bmp2,0.5204344,-1.7588729,0.6027608488446121,0.885133707631601,1.0,1.0
Bbc3,0.51852876,,0.604089414335941,0.8868245185236717,1.0,1.0
Prkcg,0.5168219,-1.1254793,0.6052804871830018,0.8883125531627403,1.0,1.0
Sdk2,0.515064,-0.93575454,0.6065083015424816,0.8898536217824333,1.0,1.0
Sox5,0.5116085,-0.42863104,0.6089250330104423,0.891402783499843,1.0,1.0
Socs1,0.5115533,-0.97257674,0.6089636885738325,0.891402783499843,1.0,1.0
Ccr4,0.5115175,-0.8667443,0.6089887174529491,0.891402783499843,1.0,1.0
Nrarp,0.5069761,-0.3127589,0.6121715709468591,0.8957997322887977,1.0,1.0
Il17rb,0.50636727,-1.2211094,0.6125988607019255,0.8961630323418583,1.0,1.0
Cdh4,0.4958863,-0.6132889,0.6199746424050958,0.9058940630122327,1.0,1.0
Trpc6,0.4939526,-0.24596672,0.6213396592318456,0.9071901826350394,1.0,1.0
Il12rb1,0.4938596,-0.9095003,0.6214053408420994,0.9071901826350394,1.0,1.0
Lypd1,0.4929247,-1.4597546,0.6220657957256135,0.9075586088336055,1.0,1.0
Fgfr3,0.49192822,-0.14634092,0.6227700896002395,0.9081232358108939,1.0,1.0
Myocd,0.49121132,-0.79655623,0.6232769997524442,0.9085304032640289,1.0,1.0
Adcyap1r1,0.4898011,-0.8498106,0.624274646040923,0.909522374295943,1.0,1.0
St6galnac5,0.48601457,-0.93058246,0.6269568276405528,0.9126332885049746,1.0,1.0
Fbxl4,0.4854407,-2.641631,0.6273637747802842,0.9129601908575878,1.0,1.0
Tnfsf14,0.4851375,,0.6275788089237644,0.9130077063273364,1.0,1.0
Grin2d,0.4822506,-0.91056156,0.6296279319278582,0.9157226691548106,1.0,1.0
Trim65,0.4818473,,0.6299144320262459,0.9158040856626667,1.0,1.0
Nyap1,0.48165676,-0.48930392,0.6300497944511035,0.9158040856626667,1.0,1.0
Mlxipl,0.47976616,-0.46135202,0.6313936841113259,0.9169587417062075,1.0,1.0
Tbx6,0.4794545,-1.8707638,0.631615339639984,0.9170146143380974,1.0,1.0
Tbx1,0.47803658,-0.14862032,0.6326241736785432,0.9179468444738513,1.0,1.0
Gjb2,0.47697446,-0.7025531,0.6333803045878151,0.9187776890079984,1.0,1.0
Angpt4,0.47367877,-1.1235517,0.6357290037213189,0.921650562591637,1.0,1.0
Nos1ap,0.46960264,-0.43091026,0.6386389423862535,0.9253332982881578,1.0,1.0
Hoxa7,0.46803612,-0.8090699,0.6397587614996056,0.9264195429757089,1.0,1.0
Crmp1,0.4647995,-0.72953546,0.642075056462551,0.9284308875365483,1.0,1.0
Gata3,0.46428958,-0.51447064,0.642440285339773,0.9286907503352307,1.0,1.0
Slc26a4,0.46016663,-0.26676208,0.6453966252372574,0.9324258314394547,1.0,1.0
Frzb,0.45681453,-1.2242625,0.6478043544814033,0.9353644645324214,1.0,1.0
Psmb9,0.45422167,-1.9029353,0.6496692891935056,0.9372462425656165,1.0,1.0
Gna14,0.45361087,-0.32786256,0.6501089313147707,0.9376102881480097,1.0,1.0
Ror2,0.4515307,-0.5537927,0.651607110998551,0.9395003449477956,1.0,1.0
Lrrk1,0.45015982,,0.6525952150163765,0.9406540876394993,1.0,1.0
Cdhr1,0.44975185,-0.87229484,0.6528893675936804,0.9408071888813945,1.0,1.0
Smpd3,0.4462737,-0.5388527,0.6553995310832236,0.9441525331230552,1.0,1.0
Etnk1,0.44194898,-1.056212,0.658526135473881,0.9483837267497837,1.0,1.0
Ciart,0.4414859,-0.3303396,0.658861265188291,0.9485934695233204,1.0,1.0
Hoxa4,0.44068438,-0.56476486,0.6594415049004073,0.9491558865817823,1.0,1.0
Tox,0.43896395,-0.37334636,0.6606876505316084,0.9506761651512594,1.0,1.0
Ccr10,0.43562335,-0.57305175,0.663110031518565,0.9530659827108631,1.0,1.0
Igtp,0.42952245,-3.2155595,0.6675430542769181,0.9583368310038004,1.0,1.0
Tubb3,0.42763224,-1.4971851,0.6689188973698343,0.9597615363237004,1.0,1.0
Cd19,0.4251598,-0.25053537,0.6707201709991375,0.9616198439203447,1.0,1.0
Extl1,0.42506355,-0.70422935,0.6707903505732808,0.9616198439203447,1.0,1.0
Vhl,0.4233463,,0.6720426141676111,0.9628635737043679,1.0,1.0
Lta,0.4217023,-0.7883814,0.6732423206543303,0.9641365002436421,1.0,1.0
Omp,0.42160103,-0.3699824,0.6733162614566066,0.9641365002436421,1.0,1.0
Dach1,0.41699842,-0.26006895,0.6766795632618645,0.9683984830442808,1.0,1.0
Fhl2,0.41625714,-0.39073005,0.6772218577727518,0.9685889910151626,1.0,1.0
Klrg1,0.41444921,-0.54750836,0.6785451598673222,0.9699591862637964,1.0,1.0
Bdkrb2,0.41376737,-0.34451276,0.6790444774662131,0.9703958476151477,1.0,1.0
Il22ra2,0.41171795,-1.3851728,0.6805461712376227,0.971432601430151,1.0,1.0
Gpr39,0.41090003,-0.19294643,0.6811458330134275,0.9720114139296516,1.0,1.0
Pnkd,0.40267485,-0.4927496,0.6871874450234527,0.9800741737286053,1.0,1.0
Pde7b,0.3980232,-0.31287733,0.6906130938344064,0.9842902294720081,1.0,1.0
Sphk1,0.39785993,-0.3309214,0.690733435104907,0.9842902294720081,1.0,1.0
Serpini1,0.39731476,-0.6274475,0.6911353633714621,0.9845827060436936,1.0,1.0
Adra1a,0.39524683,-0.35421166,0.6926607389313258,0.9860958390799031,1.0,1.0
Foxc2,0.39507374,-0.47525537,0.6927884670483458,0.9860958390799031,1.0,1.0
Aspa,0.39379779,-0.4144241,0.6937303400827726,0.9871557937618987,1.0,1.0
Yap1,0.39308223,-0.3906965,0.6942587503072795,0.9876269690361583,1.0,1.0
Kif5c,0.38887793,-0.4314823,0.6973664489435631,0.9914843633659407,1.0,1.0
Sarm1,0.38616517,-0.8261486,0.6993743453076006,0.9934926142479706,1.0,1.0
Bhlha15,0.37701914,-0.39096874,0.7061593778174959,0.9999560939683844,1.0,1.0
Grik4,0.37552798,-0.74594396,0.7072678338520579,0.9999560939683844,1.0,1.0
Ntrk3,0.37386867,-0.4696729,0.7085020281003569,0.9999560939683844,1.0,1.0
Src,0.37207356,-1.0104183,0.7098380825041808,0.9999560939683844,1.0,1.0
Pcbp3,0.36688828,-0.46044925,0.7137023411451883,0.9999560939683844,1.0,1.0
Ptch2,0.3667611,-0.64869565,0.7137972359854197,0.9999560939683844,1.0,1.0
Mst1r,0.36636135,-0.79947335,0.7140954646425697,0.9999560939683844,1.0,1.0
Ncam1,0.36417535,-0.6027006,0.7157270751812177,0.9999560939683844,1.0,1.0
Eda,0.36053944,-0.5409736,0.7184437621182698,0.9999560939683844,1.0,1.0
Ptger3,0.35524654,-0.78086406,0.7224049017809312,0.9999560939683844,1.0,1.0
Pdyn,0.35439432,-3.1559675,0.7230433848535369,0.9999560939683844,1.0,1.0
Slc24a3,0.35304368,-0.36875996,0.7240556920176224,0.9999560939683844,1.0,1.0
Ryr2,0.35178605,-0.18581942,0.7249987311072672,0.9999560939683844,1.0,1.0
Abca13,0.35170105,-1.0152155,0.7250624826124048,0.9999560939683844,1.0,1.0
Nr1d1,0.34817895,-0.29222623,0.7277057932099373,0.9999560939683844,1.0,1.0
Egln3,0.34795702,-0.8659563,0.7278724696976261,0.9999560939683844,1.0,1.0
Gli2,0.33943114,-0.49070007,0.7342849697974705,0.9999560939683844,1.0,1.0
Lingo1,0.3365931,-0.6197786,0.7364236652867682,0.9999560939683844,1.0,1.0
Ido1,0.33503786,-0.70406705,0.7375965345763544,0.9999560939683844,1.0,1.0
Ocstamp,0.33395714,,0.7384119000463267,0.9999560939683844,1.0,1.0
Ttbk1,0.3270745,-0.6806161,0.7436115448892338,0.9999560939683844,1.0,1.0
Hoxb6,0.326952,-0.5063489,0.7437041878464306,0.9999560939683844,1.0,1.0
Cxcr5,0.32632107,-0.43511513,0.744181456228135,0.9999560939683844,1.0,1.0
Hoxb2,0.32362854,-0.42442703,0.7462192779983354,0.9999560939683844,1.0,1.0
Cryba4,0.32257125,-0.8629847,0.7470199700273216,0.9999560939683844,1.0,1.0
Fabp3,0.31512308,-0.65830284,0.752668195876431,0.9999560939683844,1.0,1.0
Aire,0.31304455,-1.6226993,0.7542468122402688,0.9999560939683844,1.0,1.0
Pde4c,0.3103636,-0.34878194,0.7562844715464175,0.9999560939683844,1.0,1.0
Kcnab3,0.31033614,-0.9144685,0.7563053557519318,0.9999560939683844,1.0,1.0
Tnfrsf13b,0.30730236,1.2935888,0.7586132370309229,0.9999560939683844,1.0,1.0
Thbs4,0.30600646,-4.7207546,0.7595997290947459,0.9999560939683844,1.0,1.0
Col15a1,0.30535758,-8.528627,0.7600938191599913,0.9999560939683844,1.0,1.0
Ang,0.30366656,-2.0555992,0.7613819363132797,0.9999560939683844,1.0,1.0
Cidea,0.30242568,-0.31124663,0.7623275785895736,0.9999560939683844,1.0,1.0
Spo11,0.29627737,-0.74358714,0.7670182570534467,0.9999560939683844,1.0,1.0
Mpp2,0.29618883,-0.2217667,0.7670858884007609,0.9999560939683844,1.0,1.0
Cd70,0.29454944,-1.8379083,0.7683380873005037,0.9999560939683844,1.0,1.0
Adrb3,0.29431045,-0.20042878,0.7685206934850758,0.9999560939683844,1.0,1.0
Bnc1,0.29094496,-0.44854683,0.7710934131669605,0.9999560939683844,1.0,1.0
Wnt2b,0.28738424,-0.47826082,0.7738181325614457,0.9999560939683844,1.0,1.0
Rarb,0.286742,-0.4196288,0.7743098651480462,0.9999560939683844,1.0,1.0
Rln3,0.28657067,-0.6226267,0.7744410780201507,0.9999560939683844,1.0,1.0
Lvrn,0.28205952,-0.52799404,0.7778978701727735,0.9999560939683844,1.0,1.0
En2,0.28109726,-1.4263785,0.778635807214701,0.9999560939683844,1.0,1.0
Cdk5r1,0.2800867,-0.82075864,0.7794109853388168,0.9999560939683844,1.0,1.0
Lhx6,0.27944738,-0.43701366,0.7799015175276407,0.9999560939683844,1.0,1.0
Syn3,0.27356592,-0.21018502,0.7844182207922237,0.9999560939683844,1.0,1.0
Sox8,0.26797697,-0.684927,0.7887170480653004,0.9999560939683844,1.0,1.0
Rapgef1,0.26740444,,0.789157792889143,0.9999560939683844,1.0,1.0
Fndc5,0.26358697,-0.56247604,0.7920982059033805,0.9999560939683844,1.0,1.0
Psd2,0.26015478,-0.4700061,0.7947443742309349,0.9999560939683844,1.0,1.0
Fasl,0.2556001,-0.29098213,0.7982596496999432,0.9999560939683844,1.0,1.0
Vipr2,0.2539131,-0.27694216,0.7995626877207958,0.9999560939683844,1.0,1.0
Bcar1,0.25125286,-0.21457432,0.8016186085220455,0.9999560939683844,1.0,1.0
Tal1,0.25111604,-0.20772432,0.801724406121743,0.9999560939683844,1.0,1.0
Npr1,0.2496797,-0.17343497,0.8028350528713486,0.9999560939683844,1.0,1.0
Myo16,0.24935503,-0.46891695,0.8030861661825807,0.9999560939683844,1.0,1.0
Tnfsf9,0.24691549,-0.54735607,0.8049736305280336,0.9999560939683844,1.0,1.0
Etv5,0.24530396,-0.27080306,0.8062210819572664,0.9999560939683844,1.0,1.0
Rasd1,0.24145932,-0.21140188,0.8091991373672784,0.9999560939683844,1.0,1.0
Fign,0.24055797,-0.24281415,0.8098977331579693,0.9999560939683844,1.0,1.0
Rtn4r,0.23970778,-0.5945835,0.8105568062556955,0.9999560939683844,1.0,1.0
Tnnc1,0.23798822,-0.48222896,0.8118902294566663,0.9999560939683844,1.0,1.0
Chrm2,0.23718747,-0.3153013,0.812511354874035,0.9999560939683844,1.0,1.0
Fras1,0.235346,-0.21150851,0.8139401885093575,0.9999560939683844,1.0,1.0
Cabp1,0.23356892,-0.16138645,0.8153196586073772,0.9999560939683844,1.0,1.0
Abcb4,0.23044369,,0.8177470125023861,0.9999560939683844,1.0,1.0
Sv2a,0.22904988,-0.34752038,0.8188301525683291,0.9999560939683844,1.0,1.0
Mapk11,0.22701634,-0.308008,0.8204110350379171,0.9999560939683844,1.0,1.0
Eomes,0.22638819,-0.28983596,0.8208995100807067,0.9999560939683844,1.0,1.0
Hcn1,0.2255144,-0.46932563,0.8215791289806824,0.9999560939683844,1.0,1.0
Hey2,0.22376217,-0.21238205,0.8229423677127666,0.9999560939683844,1.0,1.0
Tnfsf4,0.22291468,-0.83228594,0.8236019108580475,0.9999560939683844,1.0,1.0
Fzd10,0.2213365,-0.77042556,0.8248304298305416,0.9999560939683844,1.0,1.0
Gabrq,0.22120573,-0.2942273,0.8249322505589184,0.9999560939683844,1.0,1.0
Ephb1,0.21855398,-0.403779,0.8269975109104724,0.9999560939683844,1.0,1.0
Grin2c,0.21839467,-0.36803573,0.8271216179081771,0.9999560939683844,1.0,1.0
Insm1,0.20987988,-1.2409158,0.8337614302416996,0.9999560939683844,1.0,1.0
Hoxa2,0.2096404,-0.34170702,0.8339483521216816,0.9999560939683844,1.0,1.0
Cd27,0.2079085,-0.30196825,0.8353004107477351,0.9999560939683844,1.0,1.0
Prph,0.20720047,-0.5578813,0.8358533070083747,0.9999560939683844,1.0,1.0
Kcnj9,0.20352891,-1.5782431,0.8387216554799494,0.9999560939683844,1.0,1.0
Tas1r3,0.20313764,-0.3554634,0.8390274546357365,0.9999560939683844,1.0,1.0
Trp53cor1,0.20174016,-0.32914868,0.8401198679263746,0.9999560939683844,1.0,1.0
Tubg2,0.20089518,-0.3471439,0.8407805429501422,0.9999560939683844,1.0,1.0
Casq1,0.20088823,-0.26429597,0.840785968666167,0.9999560939683844,1.0,1.0
Cacna1b,0.19714315,-0.88479286,0.8437155206048157,0.9999560939683844,1.0,1.0
Osr2,0.19559398,-0.3882836,0.8449279757677076,0.9999560939683844,1.0,1.0
Hmcn2,0.18916813,-0.72123426,0.8499610484467076,0.9999560939683844,1.0,1.0
Ecscr,0.18839899,-0.2224823,0.8505638944938124,0.9999560939683844,1.0,1.0
Ly6g5b,0.18706222,-0.5553186,0.8516118502465446,0.9999560939683844,1.0,1.0
Smarca1,0.18495929,-0.30183086,0.853260959219522,0.9999560939683844,1.0,1.0
Ptpn5,0.18408309,-0.43436414,0.8539482714096995,0.9999560939683844,1.0,1.0
Ptprz1,0.18333535,-0.123055175,0.8545349028038276,0.9999560939683844,1.0,1.0
Rhpn1,0.18320294,-0.24426101,0.8546387946252858,0.9999560939683844,1.0,1.0
Twist1,0.1822556,-0.48487648,0.8553821406733292,0.9999560939683844,1.0,1.0
Cacna1h,0.18154159,-0.15561414,0.855942495208972,0.9999560939683844,1.0,1.0
Exoc3l2,0.18139674,-0.34161422,0.8560561783775806,0.9999560939683844,1.0,1.0
Pla2g2e,0.18053488,-0.545944,0.8567326662600462,0.9999560939683844,1.0,1.0
Smoc1,0.1793288,-0.5273496,0.8576795325657361,0.9999560939683844,1.0,1.0
Sfrp2,0.17716508,-0.31668073,0.8593787299604521,0.9999560939683844,1.0,1.0
Bmp7,0.17531396,-0.26370457,0.8608329344841545,0.9999560939683844,1.0,1.0
Htr2a,0.17348985,-0.28794116,0.8622664024441652,0.9999560939683844,1.0,1.0
Ccl1,0.17184085,-1.624526,0.8635626547459054,0.9999560939683844,1.0,1.0
Ret,0.17181183,-0.18218328,0.8635854604484245,0.9999560939683844,1.0,1.0
Samd11,0.17082673,-0.60451967,0.8643600124873083,0.9999560939683844,1.0,1.0
Nptx2,0.17011802,-0.28527153,0.8649173281077726,0.9999560939683844,1.0,1.0
Cntn4,0.17006299,-0.38841125,0.8649606035931291,0.9999560939683844,1.0,1.0
Kcnc1,0.16999196,-0.31227583,0.865016460641389,0.9999560939683844,1.0,1.0
Fgf12,0.16903432,-0.34152812,0.8657696491577055,0.9999560939683844,1.0,1.0
Adamts14,0.16815262,-0.17862396,0.8664632179625988,0.9999560939683844,1.0,1.0
Irs1,0.16772117,-0.15713233,0.8668026485760736,0.9999560939683844,1.0,1.0
Hoxd9,0.1665411,-0.331603,0.867731147296039,0.9999560939683844,1.0,1.0
Cort,0.16611995,-0.6151288,0.8680625545042885,0.9999560939683844,1.0,1.0
Sostdc1,0.16567355,-0.56239456,0.8684138562893757,0.9999560939683844,1.0,1.0
Npas4,0.16560552,-0.36913458,0.8684674032750214,0.9999560939683844,1.0,1.0
Klf15,0.163784,-0.12269467,0.8699011842735667,0.9999560939683844,1.0,1.0
Hoxa1,0.16215244,-0.3384335,0.871185813662682,0.9999560939683844,1.0,1.0
Sh3gl3,0.1620548,-0.35536873,0.8712626897759194,0.9999560939683844,1.0,1.0
Pde1c,0.16114266,-0.15731137,0.871981043033426,0.9999560939683844,1.0,1.0
Col10a1,0.16045591,-0.4639054,0.872521945845439,0.9999560939683844,1.0,1.0
Msi1,0.1602467,-0.3106916,0.8726867486101673,0.9999560939683844,1.0,1.0
Ascl2,0.16019715,-0.2717065,0.8727257676695355,0.9999560939683844,1.0,1.0
Adra1b,0.15931603,-0.33937648,0.8734198879202745,0.9999560939683844,1.0,1.0
Adamts3,0.15830173,-0.43403724,0.8742190477655165,0.9999560939683844,1.0,1.0
Ptger1,0.15550406,-0.44851434,0.8764239489563221,0.9999560939683844,1.0,1.0
Tmem163,0.15485635,-0.24077313,0.8769345631293871,0.9999560939683844,1.0,1.0
Sele,0.15417905,-0.35908613,0.8774685557746933,0.9999560939683844,1.0,1.0
Gper1,0.1532327,-0.3074606,0.8782147799911035,0.9999560939683844,1.0,1.0
Kcnh1,0.15255278,-0.20700185,0.8787509580184977,0.9999560939683844,1.0,1.0
Spry4,0.15203036,-0.21593921,0.8791629903011619,0.9999560939683844,1.0,1.0
Alx4,0.15149222,-0.37588114,0.8795874458914934,0.9999560939683844,1.0,1.0
B3gnt6,0.15148422,-0.3017513,0.8795937552169044,0.9999560939683844,1.0,1.0
Cdh13,0.15144269,-0.2880055,0.8796265182223737,0.9999560939683844,1.0,1.0
Cers1,0.15137668,-0.27062687,0.8796785897803957,0.9999560939683844,1.0,1.0
Prom2,0.15061736,-0.14497784,0.8802775640813808,0.9999560939683844,1.0,1.0
Ccr3,0.14975917,-0.6643809,0.8809546190090389,0.9999560939683844,1.0,1.0
Lgr5,0.14712168,-0.42650086,0.8830359745409893,0.9999560939683844,1.0,1.0
Cdh6,0.14179206,-0.35244453,0.8872442570099591,0.9999560939683844,1.0,1.0
Gabbr2,0.14178617,-1.1223762,0.8872489005837481,0.9999560939683844,1.0,1.0
Hif3a,0.14084627,-0.1434344,0.8879913891942015,0.9999560939683844,1.0,1.0
Lep,0.13839468,-0.44766805,0.8899285022350844,0.9999560939683844,1.0,1.0
Insrr,0.13835314,-0.39785355,0.889961327448322,0.9999560939683844,1.0,1.0
Vit,0.13726549,-0.30740055,0.8908209428156237,0.9999560939683844,1.0,1.0
Foxc1,0.13468911,-0.22595051,0.8928576888945174,0.9999560939683844,1.0,1.0
Apc2,0.13378476,-0.19522645,0.8935727829471934,0.9999560939683844,1.0,1.0
Ifng,0.13213208,-0.36552745,0.8948798206440675,0.9999560939683844,1.0,1.0
Sema6c,0.13113628,-0.2747061,0.8956675043437696,0.9999560939683844,1.0,1.0
Tceal5,0.13106814,-0.2691018,0.8957214026615268,0.9999560939683844,1.0,1.0
Cacna1g,0.13044134,-0.30353844,0.8962172592405593,0.9999560939683844,1.0,1.0
Per3,0.12865461,-0.24646929,0.8976309468068543,0.9999560939683844,1.0,1.0
