names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Cxcl16,106.31697,,0.0,0.0,1.0,1.0
Aif1,96.489265,,0.0,0.0,1.0,1.0
Marcks,90.33956,,0.0,0.0,1.0,1.0
Il10ra,84.176994,4.016056,0.0,0.0,1.0,1.0
Adgre5,83.88872,,0.0,0.0,1.0,1.0
Ciita,70.81809,,0.0,0.0,1.0,1.0
Irf5,65.73686,4.0407915,0.0,0.0,1.0,1.0
Rbpj,65.0443,,0.0,0.0,1.0,1.0
Itgb7,60.832,,0.0,0.0,1.0,1.0
Ighm,60.604618,,0.0,0.0,1.0,1.0
Ccr2,58.42009,,0.0,0.0,1.0,1.0
Ckb,56.971474,,0.0,0.0,1.0,1.0
Sema4d,56.61091,,0.0,0.0,1.0,1.0
Bcl6,55.024525,,0.0,0.0,1.0,1.0
Ifngr1,54.641766,6.4763284,0.0,0.0,1.0,1.0
Jaml,54.447044,,0.0,0.0,1.0,1.0
Cd72,54.105225,,0.0,0.0,1.0,1.0
Csf1r,52.377106,2.9982126,0.0,0.0,1.0,1.0
Rab43,51.934467,,0.0,0.0,1.0,1.0
Mafb,51.11239,,0.0,0.0,1.0,1.0
Itgam,50.80898,,0.0,0.0,1.0,1.0
Ccr5,49.148453,7.7129908,0.0,0.0,1.0,1.0
Itgae,48.621178,,0.0,0.0,1.0,1.0
Col1a2,48.501186,,0.0,0.0,1.0,1.0
Sh3bp1,47.657475,,0.0,0.0,1.0,1.0
Slc11a1,46.359715,,0.0,0.0,1.0,1.0
Cx3cr1,44.94769,,0.0,0.0,1.0,1.0
Irf8,44.911083,4.4651084,0.0,0.0,1.0,1.0
Itga4,44.490303,4.8529773,0.0,0.0,1.0,1.0
Cyp27a1,41.941376,,0.0,0.0,1.0,1.0
Maf,40.136646,,0.0,0.0,1.0,1.0
F13a1,39.477806,,0.0,0.0,1.0,1.0
Flt3,38.75906,,0.0,0.0,1.0,1.0
Hspa1b,38.694862,,0.0,0.0,1.0,1.0
Marcksl1,38.183773,,0.0,0.0,1.0,1.0
Jak2,37.418373,,1.9642290936677797e-306,2.3982758153416843e-305,1.0,1.0
Apobec3,37.02092,,5.276431528590042e-300,6.364774995691989e-299,1.0,1.0
Cd86,36.146023,,4.296142971378845e-286,4.9899052702372386e-285,1.0,1.0
Slc9a9,36.039787,5.1915903,1.9935343835320414e-284,2.2994546368574653e-283,1.0,1.0
Sorl1,35.550606,-2.2589917,8.131303945453859e-277,9.06577005588909e-276,1.0,1.0
Xcr1,35.30113,,5.642950608717686e-273,6.208485878514448e-272,1.0,1.0
Cmklr1,35.18316,,3.6186905666302583e-271,3.972623898366463e-270,1.0,1.0
Nfatc2,35.134056,,2.036559369783705e-270,2.2308569376667897e-269,1.0,1.0
Ntng2,34.482933,,1.4457649693229737e-260,1.5497857465590592e-259,1.0,1.0
Blnk,34.072613,,1.8775054344208662e-254,1.974536177460264e-253,1.0,1.0
C3ar1,34.011173,,1.5230702609944778e-253,1.598425519190431e-252,1.0,1.0
Ccl8,34.0015,,2.1169325455316877e-253,2.217021824881094e-252,1.0,1.0
Cyfip2,33.988476,,3.297454767523726e-253,3.4461500138254223e-252,1.0,1.0
Ddit4,33.091408,,3.950206525284904e-240,3.962872518151549e-239,1.0,1.0
Grk3,33.02081,,4.08386934198957e-239,4.088769985199958e-238,1.0,1.0
Col1a1,33.018433,,4.417972294862548e-239,4.414444971673036e-238,1.0,1.0
Tnfrsf14,32.603134,,3.7022993685281487e-233,3.655564228570397e-232,1.0,1.0
Fgfr1,32.384613,,4.520056259584377e-230,4.4194143819295686e-229,1.0,1.0
Lifr,32.11564,,2.667051452979064e-226,2.5675499180025374e-225,1.0,1.0
Tlr9,32.067802,,1.239864169543384e-225,1.1890344890295365e-224,1.0,1.0
Prkcd,31.860699,1.5840793,9.358519401237947e-223,8.906606106957636e-222,1.0,1.0
Nedd4,31.798332,-0.46010533,6.825978863594092e-222,6.484032294336247e-221,1.0,1.0
Cd83,31.42328,3.5188773,9.731097580587774e-217,9.173987662603088e-216,1.0,1.0
Lpar6,31.108011,,1.8768171818336977e-212,1.7431070152615009e-211,1.0,1.0
Nr4a1,30.996063,,6.090958111050131e-211,5.636106525677811e-210,1.0,1.0
Ly86,30.606894,4.0761657,9.909595054346652e-206,9.052451248550975e-205,1.0,1.0
Serpina3n,29.98384,,1.5941333333528435e-197,1.4000406082042693e-196,1.0,1.0
Gm2a,29.878057,1.7040888,3.794213708477484e-196,3.3148052049979556e-195,1.0,1.0
Sept6,29.759897,,1.291323079740736e-194,1.1126270804100042e-193,1.0,1.0
Ccnd1,29.72656,,3.484616185517595e-194,2.992107825849242e-193,1.0,1.0
Unc93b1,29.596224,2.0373957,1.6711909644043849e-192,1.427641974028729e-191,1.0,1.0
Pak1,29.23762,3.6356368,6.45202175203415e-188,5.455881907209959e-187,1.0,1.0
Map4k4,29.136667,,1.2326633747533705e-186,1.0353545057072773e-185,1.0,1.0
Mmp14,28.915628,,7.5950828521872e-184,6.315778199011482e-183,1.0,1.0
Pltp,28.054531,,3.517230349173561e-173,2.839879859348846e-172,1.0,1.0
Thbs1,27.952215,-2.5585768,6.196127573957828e-172,4.978782445462742e-171,1.0,1.0
Cd244a,27.407185,3.4526737,2.2518127517663857e-165,1.76133978677227e-164,1.0,1.0
Eln,27.016653,,9.419799826426926e-161,7.277086100477343e-160,1.0,1.0
Fcgr2b,26.936264,2.1037548,8.26341768722286e-160,6.344581126110067e-159,1.0,1.0
Fcrls,26.359476,,3.996710173179636e-153,2.9596939536889437e-152,1.0,1.0
Cadm1,26.357498,,4.210921579650596e-153,3.1137183792807806e-152,1.0,1.0
Fbn1,26.145494,,1.1089276326155692e-150,8.163664307166969e-150,1.0,1.0
Ifnar1,26.042774,,1.6243715335767544e-149,1.1888309791060282e-148,1.0,1.0
Arap1,25.680983,5.2035584,1.9066668765495485e-145,1.379302656648416e-144,1.0,1.0
Clec9a,25.276117,8.941036,5.848910070365241e-141,4.147258330346798e-140,1.0,1.0
C4b,25.20695,,3.361246125582593e-140,2.3732578426892047e-139,1.0,1.0
Clec10a,24.944956,,2.42225703562257e-137,1.6794762770535436e-136,1.0,1.0
Fscn1,24.843777,,3.019042554948735e-136,2.081725486236001e-135,1.0,1.0
Zbtb46,24.685349,,1.5365813157019829e-134,1.0494032832747785e-133,1.0,1.0
Ccl17,24.551056,3.2196531,4.214170791535259e-133,2.846982318815858e-132,1.0,1.0
Cldn1,24.46362,3.9500258,3.60482568298289e-132,2.4190023282858376e-131,1.0,1.0
Gpr141b,24.335468,,8.262539244349828e-131,5.507626026260351e-130,1.0,1.0
H2-DMb2,24.004314,,2.506782162225507e-127,1.6468440294095653e-126,1.0,1.0
Kif21b,23.96069,,7.149467485747295e-127,4.660186749173302e-126,1.0,1.0
Col14a1,23.820948,,2.026347087181227e-125,1.3173887686271716e-124,1.0,1.0
Tap1,23.7247,,2.0052547985591894e-124,1.2919312125594982e-123,1.0,1.0
Tiam1,23.643143,,1.3884943608358792e-123,8.899875506202831e-123,1.0,1.0
Runx3,22.985144,,6.563513170122525e-117,4.0664538279249206e-116,1.0,1.0
Zyx,22.797508,,4.853634986775344e-115,2.9776098950732072e-114,1.0,1.0
Col6a2,22.796217,-1.8161603,4.998939885530981e-115,3.062997927413475e-114,1.0,1.0
Icosl,22.606106,6.3344903,3.7739644362227826e-113,2.2927749960838897e-112,1.0,1.0
Prelp,22.462023,-1.6898811,9.76396654344317e-112,5.888965845358616e-111,1.0,1.0
Kit,22.418007,,2.626847823688113e-111,1.5767386337389318e-110,1.0,1.0
Jarid2,22.306293,,3.2101667927078744e-110,1.913106543368526e-109,1.0,1.0
Dpp4,22.277184,,6.150626763002983e-110,3.656774058859018e-109,1.0,1.0
Cd180,22.187477,3.31304,4.537357049554993e-109,2.6912333400559593e-108,1.0,1.0
Ank,21.825594,,1.3260464365543578e-105,7.782167012181845e-105,1.0,1.0
Gas6,21.655714,-1.7162735,5.369199694200516e-104,3.132658935800441e-103,1.0,1.0
Dbn1,21.594471,,2.0244417919077454e-103,1.1784134430569969e-102,1.0,1.0
Il21r,21.344238,,4.410852080711208e-101,2.549737357510428e-100,1.0,1.0
Batf3,20.785727,2.4901657,5.8274680184116075e-96,3.307517562377382e-95,1.0,1.0
Bin1,20.731092,,1.8162212215844077e-95,1.0250285721816849e-94,1.0,1.0
Btla,20.681772,,5.055009101783749e-95,2.8369255116064403e-94,1.0,1.0
Pdgfb,20.659353,,8.043448454960998e-95,4.5039712489412476e-94,1.0,1.0
Socs3,19.885891,,5.391525574556153e-88,2.905272015740377e-87,1.0,1.0
Plxnb2,19.494385,,1.2252092456015345e-84,6.476660489420572e-84,1.0,1.0
Vcam1,19.396534,,8.255439249555652e-84,4.33194223095132e-83,1.0,1.0
Ccn1,19.301355,-0.62951505,5.2317905565757715e-83,2.719661840728797e-82,1.0,1.0
Flnb,19.300432,-1.1314224,5.326195858427763e-83,2.765864778764459e-82,1.0,1.0
Birc3,19.253828,,1.3110868153872266e-82,6.77327203078272e-82,1.0,1.0
Kdm7a,19.078539,,3.8075627991219923e-81,1.9529364111070382e-80,1.0,1.0
Igkc,18.93791,-2.4254925,5.555844974826694e-80,2.8264796691039053e-79,1.0,1.0
Irf4,18.77477,,1.2147226297961884e-78,6.105322775863172e-78,1.0,1.0
Tlr11,18.765615,,1.4431668488456114e-78,7.231724970291423e-78,1.0,1.0
Gpr35,18.422712,3.5729783,8.636563216123372e-76,4.259569996050601e-75,1.0,1.0
Ece1,18.341766,-1.165841,3.841160514589441e-75,1.888885023186124e-74,1.0,1.0
Nfkbie,18.2211,5.2139654,3.510240166149558e-74,1.7010902489588274e-73,1.0,1.0
Jchain,18.143557,-2.1378837,1.4437654586385772e-73,6.956198157790874e-73,1.0,1.0
Ets1,17.692019,-0.86144716,4.8312851467256455e-70,2.2688005107418932e-69,1.0,1.0
Fyn,17.519,,1.0261548001572753e-68,4.774099376939889e-68,1.0,1.0
Arrb1,17.383524,,1.0998177679580639e-67,5.0884359948226136e-67,1.0,1.0
Cd163,17.12277,,1.0038131502639067e-65,4.568262391110106e-65,1.0,1.0
Cxcl13,17.113138,,1.1844186511356193e-65,5.385285892447693e-65,1.0,1.0
Inpp4b,17.06819,-2.0391462,2.56012315082198e-65,1.1577214537502106e-64,1.0,1.0
Plekha5,16.886238,,5.68118521172141e-64,2.5370216922281337e-63,1.0,1.0
Utrn,16.732119,-1.2264487,7.646949616937364e-63,3.3846710682925238e-62,1.0,1.0
Tpcn1,16.670797,,2.1372312441526645e-62,9.434726285915556e-62,1.0,1.0
Notch2,16.446012,2.2905684,8.957542180116233e-61,3.9162843802324773e-60,1.0,1.0
Traf3ip3,16.378036,,2.744643925889897e-60,1.19579525613619e-59,1.0,1.0
Cd207,16.326399,,6.405617794280365e-60,2.7763223097980522e-59,1.0,1.0
Gpr183,16.20792,,4.433150612364957e-59,1.9065594472078157e-58,1.0,1.0
Eps15,16.20746,3.9271486,4.466520077768807e-59,1.9192617604558496e-58,1.0,1.0
Gpc3,16.155436,-1.3494698,1.0398039849545067e-58,4.448939101437829e-58,1.0,1.0
Tgfbr3,15.898537,-0.8185444,6.486200325128958e-57,2.7610475193533644e-56,1.0,1.0
Gpr65,15.660975,,2.795743350253865e-55,1.1711708126670165e-54,1.0,1.0
Tnfsf13b,15.615765,,5.6859751389152804e-55,2.3739776101259296e-54,1.0,1.0
Ace,15.573965,-1.9298525,1.094097581278574e-54,4.552828339052819e-54,1.0,1.0
Lipe,15.545546,,1.70564617677176e-54,7.085862872132307e-54,1.0,1.0
Ccl12,15.413733,,1.32342183676967e-53,5.466212636030502e-53,1.0,1.0
Col6a3,15.30661,-2.5688026,6.907174179907986e-53,2.834206061034375e-52,1.0,1.0
Pmaip1,15.251998,,1.596713472600613e-52,6.535688997415101e-52,1.0,1.0
Ms4a7,15.195174,5.2524405,3.80651471064318e-52,1.5542750931060162e-51,1.0,1.0
Rgs18,15.180385,,4.769763719413112e-52,1.9460014001126353e-51,1.0,1.0
Vcl,15.172189,-0.7402709,5.4044196076759405e-52,2.203137178829459e-51,1.0,1.0
Ahr,14.936692,,1.9018325555922138e-50,7.665518335986009e-50,1.0,1.0
Pdcd4,14.893955,,3.60779311712826e-50,1.4494873470581114e-49,1.0,1.0
Hivep2,14.728846,,4.208338645467412e-49,1.6799795262527805e-48,1.0,1.0
Cxcl12,14.619099,,2.121911946647619e-48,8.423704365517829e-48,1.0,1.0
Map3k14,14.613695,6.6553655,2.2971318967015655e-48,9.112077872336004e-48,1.0,1.0
Etv3,14.555842,,5.3621443622613886e-48,2.1186183644420292e-47,1.0,1.0
Itpr1,14.54894,,5.931502767891166e-48,2.3417273545791146e-47,1.0,1.0
Cygb,14.453289,,2.3899420351193513e-47,9.390933930775096e-47,1.0,1.0
Ptafr,14.4429655,7.8347406,2.776347716416621e-47,1.0875114763991868e-46,1.0,1.0
Fn1,14.426413,,3.529680697612048e-47,1.38151536921391e-46,1.0,1.0
Sell,14.196118,,9.682899665985818e-46,3.757565560304264e-45,1.0,1.0
Htr7,14.191154,,1.0393522009633046e-45,4.030206907840668e-45,1.0,1.0
Cd40,14.060965,,6.598082874803553e-45,2.5407694516358913e-44,1.0,1.0
Lbr,13.9159355,,5.069217524507874e-44,1.94158400364854e-43,1.0,1.0
Mfap5,13.894367,,6.852619746975016e-44,2.622646364935545e-43,1.0,1.0
Serpine2,13.859606,-1.6189994,1.1128411117458565e-43,4.2493383717770846e-43,1.0,1.0
Myo18a,13.831961,-3.8608959,1.6350136977594701e-43,6.2337232071469205e-43,1.0,1.0
Igfbp3,13.78976,-1.4957064,2.9373545189285807e-43,1.1156598423183972e-42,1.0,1.0
Mmp2,13.5514145,,7.771819445911401e-42,2.918659275786382e-41,1.0,1.0
Cd209a,13.363265,,9.911969119439406e-41,3.6809582649787584e-40,1.0,1.0
Slco3a1,13.210124,-2.6034796,7.669805382046768e-40,2.8169512650422688e-39,1.0,1.0
Dpysl3,13.2091465,,7.770041333705177e-40,2.8516735276047007e-39,1.0,1.0
Apobec1,13.193345,2.0475285,9.58366677815463e-40,3.5147132521202985e-39,1.0,1.0
Fbln1,13.185832,,1.0587915117287964e-39,3.880168600083715e-39,1.0,1.0
Ogn,13.169731,-1.4936574,1.3106359654093928e-39,4.7960845342393426e-39,1.0,1.0
Ncf4,13.168467,1.8685949,1.3327633630688895e-39,4.873494080002089e-39,1.0,1.0
Nfkb2,13.153441,,1.6260239617067094e-39,5.9415152936524e-39,1.0,1.0
Tagln,13.140103,-1.706875,1.9396181402138536e-39,7.082223493734902e-39,1.0,1.0
Cd38,13.135983,-9.513323,2.048121815194959e-39,7.472957585179275e-39,1.0,1.0
Rbp1,13.0584135,-2.3876233,5.6901457198107965e-39,2.06711679777742e-38,1.0,1.0
S1pr5,13.034482,,7.78945198316259e-39,2.823605838357127e-38,1.0,1.0
Afdn,12.915214,-1.3389747,3.6941578419945973e-38,1.3304283566205003e-37,1.0,1.0
Camk1d,12.774696,1.9976676,2.2703293863021327e-37,8.129663024197765e-37,1.0,1.0
Slit3,12.726062,,4.236762322153385e-37,1.509553892149455e-36,1.0,1.0
Ncoa3,12.717241,3.8497148,4.743110206802558e-37,1.6875628781274774e-36,1.0,1.0
Gfra2,12.674134,,8.22614133055586e-37,2.920571879486712e-36,1.0,1.0
Adgrg5,12.652875,,1.078551692674955e-36,3.826527125110436e-36,1.0,1.0
Inpp5d,12.609438,1.4873822,1.87325114658592e-36,6.631891965918753e-36,1.0,1.0
Rgs3,12.565738,,3.25821527939241e-36,1.1510674445051801e-35,1.0,1.0
Spred1,12.513492,-0.9739848,6.299320946053455e-36,2.2207324405594083e-35,1.0,1.0
Trim7,12.191071,,3.468352864627951e-34,1.1990728204646079e-33,1.0,1.0
Tlr3,12.108211,,9.555621526232062e-34,3.292184539595162e-33,1.0,1.0
Mmp25,12.055252,,1.8197534391541764e-33,6.260952382409489e-33,1.0,1.0
Rel,12.047947,2.290334,1.988410172418437e-33,6.836525634015587e-33,1.0,1.0
Lyve1,12.046832,-1.5761359,2.0154777499415904e-33,6.920083413036764e-33,1.0,1.0
Abca1,12.037924,,2.2453614729352598e-33,7.704098378008163e-33,1.0,1.0
Ap1b1,12.028309,3.630699,2.5227438011010615e-33,8.649901005693092e-33,1.0,1.0
Tgfb3,11.983773,,4.321965309290792e-33,1.4768435725808675e-32,1.0,1.0
Kcnn4,11.953807,,6.201754636081403e-33,2.116290641324029e-32,1.0,1.0
Dkk3,11.940084,,7.31488199231073e-33,2.489347331985555e-32,1.0,1.0
Cd300a,11.899763,2.0189416,1.1868312762913474e-32,4.0198087747729935e-32,1.0,1.0
Spib,11.873219,,1.6307118799093316e-32,5.515772750558185e-32,1.0,1.0
Cysltr1,11.833825,4.672687,2.609711011559015e-32,8.803378250582499e-32,1.0,1.0
Zbtb16,11.720023,-0.28542757,1.0064487719358474e-31,3.3813976861146657e-31,1.0,1.0
Tmem119,11.685359,,1.5143798507101635e-31,5.074287505123881e-31,1.0,1.0
Spn,11.583548,3.6148212,4.99357729884421e-31,1.668748194794e-30,1.0,1.0
Myh10,11.562,-2.8629656,6.419610074731895e-31,2.142437868940524e-30,1.0,1.0
Nfkb1,11.557446,2.392641,6.769233355616315e-31,2.2576137360569803e-30,1.0,1.0
Pdgfra,11.548664,-0.940595,7.497666446121259e-31,2.497226761762011e-30,1.0,1.0
Folr2,11.545021,,7.822271545131823e-31,2.603609797535233e-30,1.0,1.0
Pdgfrb,11.517998,-0.82211375,1.0706982050238845e-30,3.556678974352731e-30,1.0,1.0
Ebi3,11.492144,4.1107864,1.4448213095513434e-30,4.786747502060903e-30,1.0,1.0
Ifi209,11.482235,,1.6203644116445275e-30,5.3647779396114455e-30,1.0,1.0
Mmp9,11.404363,,3.976773999775565e-30,1.3097191212418737e-29,1.0,1.0
Itga8,11.384911,-0.93889076,4.9719276734126444e-30,1.6342396541762112e-29,1.0,1.0
Notch4,11.2736025,-1.8166031,1.7716906705264545e-29,5.789218992594929e-29,1.0,1.0
Ccn2,11.233662,-0.77420217,2.786844360607022e-29,9.064940135931613e-29,1.0,1.0
Ltb4r1,11.205812,,3.8183282294441556e-29,1.2412046179608728e-28,1.0,1.0
Nr4a3,11.107079,,1.15889103369152e-28,3.74526050010313e-28,1.0,1.0
Sept3,11.06593,,1.8354884518333174e-28,5.920396385230404e-28,1.0,1.0
Mycl,11.06255,,1.906005890487036e-28,6.135990667381417e-28,1.0,1.0
Ceacam1,11.050573,,2.178188131964023e-28,7.003217590630635e-28,1.0,1.0
Padi2,10.886175,,1.3415698232370482e-27,4.272200085957165e-27,1.0,1.0
Bcl2,10.830724,,2.4620207840060798e-27,7.820352820262967e-27,1.0,1.0
Relb,10.785422,,4.033876424903839e-27,1.2780750242448492e-26,1.0,1.0
Smad7,10.779193,-0.7302638,4.3165500084968525e-27,1.3667709894076688e-26,1.0,1.0
Smad3,10.766198,-2.9042532,4.971049104835877e-27,1.5730133893052086e-26,1.0,1.0
Spon1,10.709115,-1.1197268,9.223911231966121e-27,2.9022564190586046e-26,1.0,1.0
Baiap2,10.681591,-0.73117477,1.2412611834058838e-26,3.890891348860272e-26,1.0,1.0
Ccl7,10.660505,,1.557495225957927e-26,4.8791120783137565e-26,1.0,1.0
Sesn1,10.6575775,,1.6072922036880673e-26,5.028815482289041e-26,1.0,1.0
Sfrp1,10.63538,,2.0399532959210356e-26,6.378517301299628e-26,1.0,1.0
Zeb1,10.203464,,1.9132545554483527e-24,5.8543718243120136e-24,1.0,1.0
Lacc1,10.148606,,3.3612865384368454e-24,1.0241387955821576e-23,1.0,1.0
Irf9,9.979086,,1.881916583714643e-23,5.675225553057533e-23,1.0,1.0
Plekhg2,9.9248495,-1.7382746,3.245920633925439e-23,9.765071330186748e-23,1.0,1.0
Nfib,9.850849,-0.49686798,6.796738729649071e-23,2.033740231955962e-22,1.0,1.0
Elmo1,9.740203,2.7999423,2.031479124927069e-22,6.042533867727218e-22,1.0,1.0
Hnrnpa1,9.691641,,3.2722750203392346e-22,9.715900801790159e-22,1.0,1.0
Eng,9.646665,-0.39144284,5.07806402158977e-22,1.504188668170319e-21,1.0,1.0
Sept4,9.631745,-0.7200078,5.87236155093449e-22,1.7374138252942117e-21,1.0,1.0
Atp2a3,9.405369,-0.5248091,5.184800997372251e-21,1.5143006880306587e-20,1.0,1.0
Grk2,9.307414,1.115289,1.3098291132851668e-20,3.814429634150986e-20,1.0,1.0
Tbx4,9.245938,-0.9158126,2.331859468522596e-20,6.755375289018586e-20,1.0,1.0
Bach2,9.187203,-4.797595,4.0318838129709394e-20,1.163320482290059e-19,1.0,1.0
Rnaset2a,9.158104,,5.281730714024828e-20,1.521308627986668e-19,1.0,1.0
Nid1,9.1401615,-1.4508456,6.235927658949529e-20,1.7951152306326245e-19,1.0,1.0
Rab7b,9.069454,2.0660532,1.1961482508030032e-19,3.425582461967868e-19,1.0,1.0
Il7r,9.036093,-4.003733,1.623714148243079e-19,4.642097673389408e-19,1.0,1.0
Des,9.011066,-1.4122778,2.040631185284045e-19,5.8240591297217385e-19,1.0,1.0
Nr2f2,8.922167,-0.91525006,4.572512349855504e-19,1.295415779478022e-18,1.0,1.0
Cxcr3,8.902194,,5.475348896282497e-19,1.5485647782367332e-18,1.0,1.0
Ifi204,8.839047,2.4413388,9.65378466225612e-19,2.7195749026029336e-18,1.0,1.0
Egr3,8.814687,,1.2002050342176359e-18,3.3792049501088217e-18,1.0,1.0
Ccr7,8.791101,,1.4810086337212164e-18,4.165128775510342e-18,1.0,1.0
Ccl2,8.768982,7.656817,1.8028820787194754e-18,5.067505719297975e-18,1.0,1.0
Cacna1d,8.725517,-10.452434,2.6496618410246758e-18,7.418460389356558e-18,1.0,1.0
Mef2c,8.690417,,3.611103334482859e-18,1.0093346338593629e-17,1.0,1.0
Col18a1,8.6688795,-0.44611183,4.363922320079985e-18,1.2177143330167451e-17,1.0,1.0
Plxdc2,8.624913,,6.4141345087045375e-18,1.7828516019197622e-17,1.0,1.0
Cxxc5,8.524347,,1.536738202218113e-17,4.247880419825441e-17,1.0,1.0
Rab39,8.521114,,1.5802576380812937e-17,4.365766962602073e-17,1.0,1.0
Atp2b4,8.501358,,1.873852445162291e-17,5.17117163201898e-17,1.0,1.0
Vsir,8.47647,1.768041,2.3213001846488056e-17,6.398914495788503e-17,1.0,1.0
Cdh11,8.460254,-2.0735815,2.667968018505067e-17,7.350494166558263e-17,1.0,1.0
Ccr6,8.402893,,4.356103993140726e-17,1.1942309194776821e-16,1.0,1.0
Itga9,8.365826,-0.6664526,5.969548192660699e-17,1.6320894730999157e-16,1.0,1.0
Cxcl14,8.357924,,6.38311644862916e-17,1.7442074749911341e-16,1.0,1.0
Hpgds,8.325561,2.2944596,8.393065624805097e-17,2.2871903384743776e-16,1.0,1.0
Pecam1,8.254646,-0.31571677,1.5235237747660028e-16,4.1449782698253316e-16,1.0,1.0
Bcl11a,8.099929,,5.499117884252987e-16,1.491255911623535e-15,1.0,1.0
Adgra2,8.095309,,5.711904988757961e-16,1.5481210814143126e-15,1.0,1.0
Ltbp1,8.028031,-1.725405,9.90490188684773e-16,2.6729886170113065e-15,1.0,1.0
Lag3,7.882596,,3.206485653674731e-15,8.583779241869361e-15,1.0,1.0
Itgav,7.663765,,1.8056051290952758e-14,4.769846583773589e-14,1.0,1.0
Cd4,7.6341887,,2.2724728831556797e-14,5.999999606053446e-14,1.0,1.0
Tsc22d3,7.5832586,1.3150227,3.3698222076691356e-14,8.878594721890364e-14,1.0,1.0
Tent5c,7.52942,-6.915762,5.096632497528749e-14,1.340007472827149e-13,1.0,1.0
Anxa6,7.5137534,,5.745578579146746e-14,1.508252038133645e-13,1.0,1.0
Ptpn22,7.464945,,8.333452330634692e-14,2.180724640206862e-13,1.0,1.0
Sgsh,7.404407,,1.3173758734967502e-13,3.4419538740734507e-13,1.0,1.0
Id2,7.379047,,1.5942688990276203e-13,4.1610584507467503e-13,1.0,1.0
Dbp,7.3627405,-0.42642242,1.8017217201574528e-13,4.697614026618859e-13,1.0,1.0
Lamc1,7.357697,-0.5822258,1.871103087911345e-13,4.875971919877248e-13,1.0,1.0
Ppp1r16b,7.275901,-0.6606011,3.441168190213791e-13,8.944178587855782e-13,1.0,1.0
Col5a1,7.256642,-3.9852014,3.9681791800889946e-13,1.029209939346927e-12,1.0,1.0
Lmnb1,7.2506886,,4.1465882346176455e-13,1.073865530392961e-12,1.0,1.0
Osmr,7.245245,-0.47125685,4.3165850415919437e-13,1.117312550062527e-12,1.0,1.0
Abca8a,7.2413864,-1.0883867,4.4412175559041134e-13,1.1483850766971071e-12,1.0,1.0
Pdlim4,7.2311153,,4.790430036778562e-13,1.2374041673949163e-12,1.0,1.0
Iqgap2,7.21317,2.2440727,5.466405725796309e-13,1.4083801885402121e-12,1.0,1.0
Cd226,7.1332965,,9.799318118356004e-13,2.51695159058441e-12,1.0,1.0
Cd37,7.072063,7.9037967,1.526469215887786e-12,3.9086981558743005e-12,1.0,1.0
Lama4,7.071739,-1.0265712,1.5300373011415455e-12,3.9158316613060206e-12,1.0,1.0
Il1rl1,7.0679684,,1.5721841630128205e-12,4.021642268800296e-12,1.0,1.0
Igf1r,7.037983,-0.724007,1.950422676205104e-12,4.981538733205485e-12,1.0,1.0
Ccl21a,6.9835362,-2.6857295,2.8784119560534523e-12,7.3143808385805e-12,1.0,1.0
Tnxb,6.9625297,-0.66653985,3.3421617715935335e-12,8.479909695183593e-12,1.0,1.0
Smtn,6.9619164,-0.6756677,3.3567478392183807e-12,8.512603689527464e-12,1.0,1.0
Lamb1,6.930277,-1.1315298,4.200174696415084e-12,1.0640725976849144e-11,1.0,1.0
Adamts1,6.9048758,-0.42828974,5.024737347160811e-12,1.270395715145809e-11,1.0,1.0
Cd55,6.874489,-0.64241123,6.221257139710121e-12,1.5697385706345194e-11,1.0,1.0
Sulf1,6.8546224,-3.0126317,7.150124375401295e-12,1.8013851345374373e-11,1.0,1.0
F2rl2,6.7628765,,1.3527833843495041e-11,3.389406217244053e-11,1.0,1.0
Limk1,6.737005,,1.6168455127674204e-11,4.042921397059793e-11,1.0,1.0
Tlr1,6.7342887,,1.647335439995937e-11,4.117104948886501e-11,1.0,1.0
Efemp1,6.722166,-1.3100967,1.7904281662728586e-11,4.461365555182643e-11,1.0,1.0
Klrk1,6.7047133,,2.0180227500274198e-11,5.025981038127992e-11,1.0,1.0
Gdf10,6.646185,,3.007878063066597e-11,7.465264047452347e-11,1.0,1.0
Col6a1,6.595091,-0.59815794,4.249948361183209e-11,1.0521880067301258e-10,1.0,1.0
Lox,6.5878096,-2.128968,4.463626514003461e-11,1.1039977435326742e-10,1.0,1.0
Adora2a,6.558799,,5.424286198094867e-11,1.3389534865711492e-10,1.0,1.0
Paxbp1,6.412988,,1.4269453087352728e-10,3.508491264994487e-10,1.0,1.0
Tbx2,6.3577104,-0.39850828,2.047830820243432e-10,5.017837046568097e-10,1.0,1.0
Slc4a7,6.342869,,2.255254581513723e-10,5.520686765309388e-10,1.0,1.0
Bcl3,6.299923,,2.9779401966742044e-10,7.264896990521963e-10,1.0,1.0
Cd209d,6.298014,,3.0148324966311635e-10,7.351315868551196e-10,1.0,1.0
Nfat5,6.269772,-2.8560271,3.6157669536214486e-10,8.80804348896787e-10,1.0,1.0
Hic1,6.2546124,-1.8573874,3.9850460587282445e-10,9.693459946546935e-10,1.0,1.0
Ccl21b,6.2228374,-2.261133,4.882438668053101e-10,1.1870562395470533e-09,1.0,1.0
Lama2,6.1458473,-1.0943851,7.953768047375461e-10,1.926297186509993e-09,1.0,1.0
Trpm2,6.0606174,,1.3559993444675992e-09,3.2729665951807145e-09,1.0,1.0
