tumor_barcode,Cellular Neighborhood,count,total,fraction,Genotype
Tumor_57,Lung parenchyma,7.0,455,0.015384615384615385,Kras-H3K36M
Tumor_57,Pleura,0.0,455,0.0,Kras-H3K36M
Tumor_56,Malignant 2 (AT2-like) enriched,1.0,59,0.01694915254237288,Kras-H3K36M
Tumor_56,Malignant 1 enriched,0.0,59,0.0,Kras-H3K36M
Tumor_56,Malignant 1/2 co-enriched,0.0,59,0.0,Kras-H3K36M
Tumor_56,Large airway,0.0,59,0.0,Kras-H3K36M
Tumor_56,Plasma/B/T co-enriched,58.0,59,0.9830508474576272,Kras-H3K36M
Tumor_56,Lymphatic endothelial enriched,0.0,59,0.0,Kras-H3K36M
Tumor_56,Malignant 3 enriched,0.0,59,0.0,Kras-H3K36M
Tumor_56,Lung parenchyma,0.0,59,0.0,Kras-H3K36M
Tumor_56,Pleura,0.0,59,0.0,Kras-H3K36M
Tumor_68,Malignant 2 (AT2-like) enriched,27.0,72,0.375,Kras-H3K36M
Tumor_68,Malignant 1 enriched,0.0,72,0.0,Kras-H3K36M
Tumor_68,Malignant 1/2 co-enriched,0.0,72,0.0,Kras-H3K36M
Tumor_68,Large airway,0.0,72,0.0,Kras-H3K36M
Tumor_68,Plasma/B/T co-enriched,38.0,72,0.5277777777777778,Kras-H3K36M
Tumor_68,Lymphatic endothelial enriched,7.0,72,0.09722222222222222,Kras-H3K36M
Tumor_68,Malignant 3 enriched,0.0,72,0.0,Kras-H3K36M
Tumor_68,Lung parenchyma,0.0,72,0.0,Kras-H3K36M
Tumor_68,Pleura,0.0,72,0.0,Kras-H3K36M
Tumor_64,Malignant 2 (AT2-like) enriched,24.0,205,0.11707317073170732,Kras-H3K36M
Tumor_64,Malignant 1 enriched,0.0,205,0.0,Kras-H3K36M
Tumor_64,Malignant 1/2 co-enriched,0.0,205,0.0,Kras-H3K36M
Tumor_64,Large airway,0.0,205,0.0,Kras-H3K36M
Tumor_64,Plasma/B/T co-enriched,174.0,205,0.848780487804878,Kras-H3K36M
Tumor_64,Lymphatic endothelial enriched,0.0,205,0.0,Kras-H3K36M
Tumor_64,Malignant 3 enriched,0.0,205,0.0,Kras-H3K36M
Tumor_64,Lung parenchyma,7.0,205,0.03414634146341464,Kras-H3K36M
Tumor_64,Pleura,0.0,205,0.0,Kras-H3K36M
Tumor_63,Malignant 2 (AT2-like) enriched,8.0,63,0.12698412698412698,Kras-H3K36M
Tumor_63,Malignant 1 enriched,0.0,63,0.0,Kras-H3K36M
Tumor_63,Malignant 1/2 co-enriched,0.0,63,0.0,Kras-H3K36M
Tumor_63,Large airway,14.0,63,0.2222222222222222,Kras-H3K36M
Tumor_63,Plasma/B/T co-enriched,37.0,63,0.5873015873015873,Kras-H3K36M
Tumor_63,Lymphatic endothelial enriched,2.0,63,0.031746031746031744,Kras-H3K36M
Tumor_63,Malignant 3 enriched,0.0,63,0.0,Kras-H3K36M
Tumor_63,Lung parenchyma,2.0,63,0.031746031746031744,Kras-H3K36M
Tumor_63,Pleura,0.0,63,0.0,Kras-H3K36M
Tumor_89,Malignant 2 (AT2-like) enriched,13.0,24,0.5416666666666666,Kras-H3K36M
Tumor_89,Malignant 1 enriched,0.0,24,0.0,Kras-H3K36M
Tumor_89,Malignant 1/2 co-enriched,0.0,24,0.0,Kras-H3K36M
Tumor_89,Large airway,0.0,24,0.0,Kras-H3K36M
Tumor_89,Plasma/B/T co-enriched,0.0,24,0.0,Kras-H3K36M
Tumor_89,Lymphatic endothelial enriched,11.0,24,0.4583333333333333,Kras-H3K36M
Tumor_89,Malignant 3 enriched,0.0,24,0.0,Kras-H3K36M
Tumor_89,Lung parenchyma,0.0,24,0.0,Kras-H3K36M
Tumor_89,Pleura,0.0,24,0.0,Kras-H3K36M
